d_week_seq,ss_store_sk,avg(ss_sales_price),sum(ss_sales_price)
5292,7,37.4896,30779
5292,8,38.8116,36250
5292,10,37.7930,44369
5293,1,38.8239,37698
5293,2,38.6961,35910
5293,4,37.9211,38452
5293,7,38.9580,39854
5293,8,39.5768,44326
5293,10,37.3499,30104
5294,1,36.4846,30720
5294,2,38.1427,38219
5294,4,37.6197,32842
5294,7,38.1576,40905
5294,8,37.1771,31489
5294,10,36.6851,40427
5295,1,37.3889,33650
5295,2,37.2367,40588
5295,4,38.4194,40302
5295,7,37.4719,31364
5295,8,38.1660,40456
5295,10,37.5257,37976
5296,1,37.6977,34795
5296,2,38.2164,40624
5296,4,38.5076,35273
5296,7,38.5370,36957
5296,8,37.6978,42787
5296,10,39.0627,29297
5297,1,38.3933,40313
5297,2,38.8186,41730
5297,4,37.6305,35034
5297,7,37.4904,33329
5297,8,37.9168,34656
5297,10,37.4446,33101
5298,1,38.3686,39136
5298,2,38.0690,37498
5298,4,38.6886,38766
5298,7,34.9376,36370
5298,8,37.4784,35567
5298,10,38.2271,42585
5299,1,37.1883,44440
5299,2,38.0926,32074
5299,4,37.9938,36512
5299,7,37.1349,38546
5299,8,38.6192,36611
5299,10,37.8408,41133
5300,1,39.4908,34199
5300,2,37.4066,36434
5300,4,39.1002,36676
5300,7,37.9111,38821
5300,8,39.1005,38905
5300,10,38.5958,40487
5301,1,40.2553,64328
5301,2,38.2216,68302
5301,4,37.7106,62411
5301,7,37.9349,62896
5301,8,40.1248,62715
5301,10,38.2561,63926
5302,1,36.3688,85685
5302,2,38.8234,86848
5302,4,37.9851,84061
5302,7,36.6513,73889
5302,8,37.3179,94974
5302,10,37.7460,80852
5303,1,37.2458,82723
5303,2,37.0118,84720
5303,4,37.2868,84641
5303,7,37.7303,74857
5303,8,37.2025,73661
5303,10,37.0734,86344
5304,1,38.2267,93426
5304,2,38.6782,84009
5304,4,38.9483,83544
5304,7,37.8385,86007
5304,8,38.5446,89809
5304,10,38.6185,86660
5305,1,38.2490,84951
5305,2,38.9085,91824
5305,4,37.6361,93714
5305,7,37.6433,81987
5305,8,36.4388,84283
5305,10,37.5161,79234
5306,1,37.0813,83433
5306,2,36.9905,74092
5306,4,37.7069,82201
5306,7,38.7532,83862
5306,8,36.3445,82502
5306,10,38.3022,70591
5307,1,38.1663,79882
5307,2,37.6442,79768
5307,4,37.1078,87426
5307,7,38.3794,83245
5307,8,36.4828,85990
5307,10,36.8628,84084
5308,1,38.6789,73722
5308,2,38.1085,82200
5308,4,38.2608,98292
5308,7,38.4583,80724
5308,8,38.1772,88533
5308,10,38.1576,75056
5309,1,38.3658,85594
5309,2,38.4819,76348
5309,4,38.4202,85408
5309,7,36.2919,75850
5309,8,38.1517,83743
5309,10,37.6563,81187
5310,1,37.9565,81075
5310,2,38.9596,92646
5310,4,38.8723,86724
5310,7,37.9372,80313
5310,8,38.2845,74004
5310,10,38.5076,80789
5311,1,38.4764,80685
5311,2,36.7531,80379
5311,4,37.8704,89677
5311,7,37.5080,86231
5311,8,38.9130,89422
5311,10,37.5218,86075
5312,1,37.7706,82340
5312,2,35.8086,76344
5312,4,39.1527,92283
5312,7,38.2961,94400
5312,8,37.9318,94564
5312,10,37.5889,81192
5313,1,38.0425,84949
5313,2,38.6262,82042
5313,4,36.9588,83342
5313,7,38.8523,93129
5313,8,37.7973,75330
5313,10,37.6220,80925
5314,1,37.4465,98372
5314,2,38.9390,109224
5314,4,38.0309,97093
5314,7,38.4845,115646
5314,8,37.5998,96481
5314,10,37.3116,107532
5315,1,38.2816,131191
5315,2,38.0714,119963
5315,4,38.2130,128969
5315,7,36.9952,123971
5315,8,37.7321,135345
5315,10,37.3101,124653
5316,1,37.3784,122377
5316,2,37.5068,113758
5316,4,36.3728,104208
5316,7,38.4006,136399
5316,8,37.8478,123119
5316,10,37.8949,131268
5317,1,37.3310,110425
5317,2,37.7210,132099
5317,4,38.5906,117161
5317,7,38.1660,123467
5317,8,37.1817,124447
5317,10,38.6280,131142
5318,1,37.5049,119378
5318,2,37.5231,131781
5318,4,37.2789,134316
5318,7,39.2223,119981
5318,8,37.4595,128486
5318,10,38.0342,121139
5319,1,37.7689,119161
5319,2,39.1299,124981
5319,4,37.0858,132285
5319,7,37.8075,131419
5319,8,37.4845,113503
5319,10,37.2981,121853
5320,1,38.4287,125047
5320,2,37.7970,124768
5320,4,37.0110,117732
5320,7,37.0282,128784
5320,8,38.1458,129009
5320,10,37.3530,131109
5321,1,37.5120,143896
5321,2,38.8326,131565
5321,4,37.8941,131682
5321,7,36.9467,121222
5321,8,37.3161,143891
5321,10,38.2552,119777
5322,1,37.3212,121891
5322,2,37.1993,135145
5322,4,38.1328,129232
5322,7,37.9229,119040
5322,8,37.3898,116544
5322,10,37.3332,121669
5323,1,37.4281,71338
5323,2,38.3444,66029
5323,4,37.1054,76363
5323,7,37.5264,73777
5323,8,38.3532,70800
5323,10,39.4306,69595
5324,1,36.9080,32885
5324,2,37.2646,35774
5324,4,38.8467,40284
5324,7,38.3459,39573
5324,8,39.8134,43954
5324,10,38.5945,33693
5325,1,37.2471,38737
5325,2,37.7088,39632
5325,4,39.0271,41720
5325,7,35.7259,35976
5325,8,36.6605,35414
5325,10,39.6076,35330
5326,1,36.2913,36001
5326,2,37.0113,36049
5326,4,39.7815,45152
5326,7,38.9081,30893
5326,8,38.6840,36363
5326,10,37.7597,40063
5327,1,37.3473,28608
5327,2,38.7099,38168
5327,4,37.2354,33065
5327,7,39.3696,40472
5327,8,36.4147,33720
5327,10,37.9051,41961
5328,1,38.4168,33461
5328,2,37.0102,36270
5328,4,37.1311,36240
5328,7,38.4714,36317
5328,8,36.5529,42182
5328,10,37.3255,39901
5329,1,38.0231,41141
5329,2,40.7414,40497
5329,4,36.5314,35472
5329,7,36.9925,24637
5329,8,37.9689,37817
5329,10,36.3202,37882
5330,1,38.3023,32059
5330,2,37.6615,31824
5330,4,36.6660,37986
5330,7,40.4261,34443
5330,8,37.7278,32710
5330,10,37.3213,38105
5331,1,35.5147,28980
5331,2,38.6612,37424
5331,4,40.3293,29763
5331,7,39.3084,32626
5331,8,39.2425,32532
5331,10,38.2923,34195
5332,1,37.8389,37120
5332,2,36.9339,29621
5332,4,38.6437,48807
5332,7,37.1731,27917
5332,8,36.5975,34914
5332,10,37.2677,33131
5333,1,36.6564,32001
5333,2,36.9384,34205
5333,4,38.6816,38024
5333,7,37.0207,32171
5333,8,37.8603,41192
5333,10,38.3769,42867
5334,1,38.1291,34850
5334,2,36.4560,38133
5334,4,38.2942,47638
5334,7,37.1452,42197
5334,8,36.5889,36406
5334,10,37.0721,37517
5335,1,38.5081,40395
5335,2,40.3841,36588
5335,4,37.5485,33681
5335,7,37.2859,36913
5335,8,36.1821,34771
5335,10,36.6480,33313
5336,1,37.8939,39637
5336,2,38.9694,36943
5336,4,36.7342,37175
5336,7,36.4688,36177
5336,8,39.8228,45159
5336,10,37.5258,36325
5337,1,38.4697,36854
5337,2,38.2089,36757
5337,4,39.2842,37595
5337,7,37.7975,36210
5337,8,35.1770,30604
5337,10,36.4921,32186
5338,1,37.1034,32651
5338,2,38.7240,35781
5338,4,38.8283,35955
5338,7,37.3312,35726
5338,8,38.6232,34954
5338,10,38.0712,34759
5339,1,38.1094,34832
5339,2,40.2738,32219
5339,4,37.2895,32591
5339,7,38.9627,39703
5339,8,36.4200,37549
5339,10,38.1940,35826
5340,1,36.0492,30029
5340,2,38.4881,37064
5340,4,38.5060,42010
5340,7,37.3657,39234
5340,8,38.1406,33907
5340,10,39.3185,40616
5341,1,36.8249,33437
5341,2,37.2819,40600
5341,4,39.7280,38417
5341,7,37.7136,32132
5341,8,39.0387,36345
5341,10,38.5828,31908
5342,1,37.8773,31476
5342,2,37.4821,37632
5342,4,37.4339,34851
5342,7,37.5744,41933
5342,8,37.5631,29750
5342,10,40.2810,36414
5343,1,36.4946,40582
5343,2,37.7977,32506
5343,4,38.9595,45232
5343,7,38.3770,37763
5343,8,38.6593,38466
5343,10,35.8928,30473
5344,1,38.1527,32239
5344,2,37.9693,42032
5344,4,37.2074,32296
5344,7,37.1598,35339
5344,8,37.5965,38198
5344,10,36.9847,29070
5345,1,37.6667,36160
5345,2,36.2440,38020
5345,4,37.6576,36076
5345,7,36.7844,32591
5345,8,37.4765,33429
5345,10,38.0184,39235
5346,1,38.1393,38597
5346,2,37.6237,39693
5346,4,37.3271,31840
5346,7,37.8706,34538
5346,8,38.3915,41578
5346,10,39.5462,35552
5347,1,36.6958,37760
5347,2,38.0100,45460
5347,4,37.3469,35853
5347,7,35.8502,33269
5347,8,39.6567,36960
5347,10,38.9885,33803
5348,1,36.9515,38836
5348,2,38.8736,27989
5348,4,37.5049,38105
5348,7,38.2125,40811
5348,8,37.0561,31683
5348,10,37.2756,34629
5349,1,37.2237,35437
5349,2,35.9060,30556
5349,4,39.3814,37176
5349,7,37.0213,36466
5349,8,37.6721,44114
5349,10,37.8905,38421
5350,1,37.2894,35686
5350,2,38.2985,31175
5350,4,38.1915,32310
5350,7,36.3421,31654
5350,8,38.6455,38375
5350,10,38.3868,27984
5351,1,38.1846,38070
5351,2,34.1628,33787
5351,4,38.5410,36190
5351,7,36.2033,35081
5351,8,36.9088,40858
5351,10,36.4754,38518
5352,1,39.0725,32860
5352,2,37.4449,35011
5352,4,36.9448,37499
5352,7,38.8795,42262
5352,8,39.5644,23976
5352,10,36.8517,33056
5353,1,38.4329,62415
5353,2,37.8169,54948
5353,4,39.2340,61205
5353,7,36.0677,49521
5353,8,37.2879,50898
5353,10,36.7943,46692
5354,1,37.7252,79072
5354,2,36.9381,75243
5354,4,37.8212,88615
5354,7,37.3144,69666
5354,8,36.7100,82414
5354,10,36.9329,73718
5355,1,38.5038,86903
5355,2,37.4993,82986
5355,4,37.5274,80684
5355,7,37.0124,80909
5355,8,37.5824,78472
5355,10,38.0408,89510
5356,1,37.7010,80944
5356,2,38.7896,75950
5356,4,36.8305,81506
5356,7,37.5966,78201
5356,8,37.9416,80550
5356,10,37.8206,86647
5357,1,37.3188,86393
5357,2,37.6704,70971
5357,4,37.6087,89960
5357,7,38.6355,81830
5357,8,37.6059,87509
5357,10,37.7736,82271
5358,1,38.2828,85677
5358,2,39.0929,87099
5358,4,38.6858,84954
5358,7,38.8079,86658
5358,8,38.2501,86101
5358,10,38.1093,92720
5359,1,38.2316,76272
5359,2,38.0415,94495
5359,4,37.7399,84009
5359,7,36.7238,87880
5359,8,37.3134,77985
5359,10,36.5530,80636
5360,1,37.9142,79999
5360,2,37.1333,86929
5360,4,39.1662,92158
5360,7,40.8888,80510
5360,8,36.2964,72738
5360,10,37.8181,80855
5361,1,37.5878,84723
5361,2,37.0972,80167
5361,4,37.5440,77303
5361,7,37.4860,84606
5361,8,38.1482,83392
5361,10,39.2868,94092
5362,1,38.0788,86553
5362,2,37.8660,87622
5362,4,38.0667,83899
5362,7,37.0519,72770
5362,8,37.5004,96376
5362,10,38.1714,79931
5363,1,40.8024,70221
5363,2,38.2516,90924
5363,4,38.2834,88894
5363,7,38.5167,77457
5363,8,39.6671,84729
5363,10,36.1296,89493
5364,1,37.4477,86654
5364,2,38.3968,88351
5364,4,38.6186,73723
5364,7,38.1899,84667
5364,8,36.3603,81229
5364,10,37.7533,88003
5365,1,38.3601,88535
5365,2,37.1193,84929
5365,4,37.8213,87216
5365,7,38.3730,86416
5365,8,36.8654,81915
5365,10,39.2723,98495
5366,1,38.0166,89339
5366,2,37.5813,97486
5366,4,38.7504,90986
5366,7,37.9492,102349
5366,8,37.5315,92440
5366,10,36.6663,101309
5367,1,38.0703,129439
5367,2,38.1939,133717
5367,4,38.1604,124632
5367,7,37.3279,120457
5367,8,37.6419,123917
5367,10,37.4753,118909
5368,1,38.1438,138958
5368,2,37.3616,135361
5368,4,38.2229,132404
5368,7,37.6953,121869
5368,8,37.8176,135614
5368,10,38.2863,124775
5369,1,39.5933,135132
5369,2,38.0430,137183
5369,4,37.0439,114762
5369,7,37.4668,120081
5369,8,38.4639,138047
5369,10,37.5659,109730
5370,1,37.7514,140926
5370,2,38.5916,130980
5370,4,38.0009,125745
5370,7,37.9439,125215
5370,8,37.2251,126193
5370,10,38.8335,122947
5371,1,37.9661,120998
5371,2,37.6240,113662
5371,4,38.3662,123846
5371,7,37.3078,133935
5371,8,37.7048,130798
5371,10,38.4171,126354
5372,1,37.9462,124767
5372,2,37.7894,124894
5372,4,36.9773,121951
5372,7,37.3021,116420
5372,8,38.1102,124125
5372,10,38.2044,139408
5373,1,38.3207,127723
5373,2,37.9793,148423
5373,4,38.2441,128309
5373,7,37.1565,120573
5373,8,38.0314,125998
5373,10,38.0321,139996
5374,1,38.5823,135231
5374,2,36.9081,122129
5374,4,37.3150,120714
5374,7,37.6272,124433
5374,8,38.4672,134366
5374,10,37.8504,134634
5375,1,37.1549,62123
5375,2,38.7179,55444
5375,4,37.1735,46504
5375,7,38.2309,61437
5375,8,38.1985,56572
5375,10,36.2280,52277
