ca_county,d_qoy,d_year,avg(ss_ext_sales_price),sum(ss_ext_sales_price)
Chaffee County,3,2002,1635.7250,65429
Chaffee County,4,1998,1229.4884,52868
Chaffee County,4,1999,1829.5865,243335
Chaffee County,4,2000,1909.8095,120318
Chaffee County,4,2001,1792.6000,134445
Chaffee County,4,2002,1621.1639,98891
Chambers County,1,1998,1810.6711,137611
Chambers County,1,2000,2130.4063,136346
Chambers County,1,2001,1642.9868,124867
Chambers County,1,2002,1763.1000,70524
Chambers County,2,1998,2225.1957,102359
Chambers County,2,1999,1234.5500,24691
Chambers County,2,2001,1442.7857,20199
Chambers County,2,2002,1107.5000,24365
Chambers County,3,1998,2084.4831,185519
Chambers County,3,1999,2182.1724,189849
Chambers County,3,2000,2342.3971,159283
Chambers County,3,2001,1847.4574,173661
Chambers County,3,2002,2268.7903,140665
Chambers County,4,1998,1884.2361,135665
Chambers County,4,1999,1856.5618,465997
Chambers County,4,2000,2287.7200,228772
Chambers County,4,2001,2224.9375,106797
Chambers County,4,2002,2012.5857,140881
Champaign County,1,1998,2194.4375,105333
Champaign County,1,1999,2181.5893,122169
Champaign County,1,2000,1989.4912,113401
Champaign County,1,2001,1443.2586,83709
Champaign County,1,2002,1983.1905,83294
Champaign County,2,1998,1423.8364,78311
Champaign County,2,1999,2160.1786,120970
Champaign County,2,2000,1970.9706,67013
Champaign County,2,2001,2380.4286,83315
Champaign County,2,2002,1408.0000,28160
Champaign County,3,1998,1896.2769,123258
Champaign County,3,1999,1549.5542,128613
Champaign County,3,2000,1888.1884,130285
Champaign County,3,2001,1820.8824,92865
Champaign County,3,2002,1783.2778,192594
Champaign County,4,1998,1632.5462,194273
Champaign County,4,1999,1946.2636,251068
Champaign County,4,2000,1851.4308,361029
Champaign County,4,2001,1847.0412,313997
Champaign County,4,2002,1878.6102,221676
Chariton County,1,1998,1734.9189,64192
Chariton County,1,1999,1899.6522,43692
Chariton County,1,2000,1903.5714,26650
Chariton County,1,2001,2747.1111,24724
Chariton County,1,2002,1861.6154,48402
Chariton County,2,1998,1592.1667,19106
Chariton County,2,1999,2618.0417,62833
Chariton County,2,2000,2317.5000,37080
Chariton County,2,2001,2090.0000,22990
Chariton County,2,2002,1796.8000,17968
Chariton County,3,1998,1464.0000,51240
Chariton County,3,1999,1628.2581,50476
Chariton County,3,2001,1544.2174,35517
Chariton County,3,2002,1422.6897,82516
Chariton County,4,1998,3071.2326,132063
Chariton County,4,1999,2245.6087,103298
Chariton County,4,2000,1625.9219,104059
Chariton County,4,2001,1839.4148,248321
Chariton County,4,2002,1771.4082,86799
Charles City County,1,1998,1476.6667,13290
Charles City County,1,1999,1300.1538,16902
Charles City County,1,2001,1770.4167,21245
Charles City County,1,2002,3125.8947,59392
Charles City County,2,1998,1971.2609,45339
Charles City County,2,1999,1695.7949,66136
Charles City County,2,2000,1712.2500,41094
Charles City County,2,2001,2413.5455,79647
Charles City County,3,1998,1610.8592,114371
Charles City County,3,1999,1945.4528,103109
Charles City County,3,2000,1587.7273,52395
Charles City County,3,2001,1915.6531,187734
Charles City County,3,2002,2048.5625,131108
Charles City County,4,1998,1953.8073,212965
Charles City County,4,1999,2263.7750,90551
Charles City County,4,2000,1284.0455,28249
Charles City County,4,2001,1905.9048,160096
Charles City County,4,2002,1766.6522,121899
Charles County,1,1998,2022.7500,16182
Charles County,1,1999,3558.3158,67608
Charles County,1,2000,1115.8889,10043
Charles County,1,2001,2238.5102,109687
Charles County,1,2002,2162.0938,69187
Charles County,2,1998,1722.3778,77507
Charles County,2,1999,2419.4839,75004
Charles County,2,2000,1311.9167,15743
Charles County,2,2001,2070.4286,101451
Charles County,2,2002,856.3000,8563
Charles County,3,1998,1766.2593,47689
Charles County,3,1999,1237.0000,42058
Charles County,3,2000,1397.9167,67100
Charles County,3,2001,1671.9552,112021
Charles County,3,2002,1233.0333,73982
Charles County,4,1998,1736.3750,41673
Charles County,4,1999,2113.4667,190212
Charles County,4,2000,2415.1781,176308
Charles County,4,2001,2265.7500,45315
Charles County,4,2002,2317.9825,132125
Charles Mix County,1,1998,2648.9167,31787
Charles Mix County,1,1999,1988.6538,155115
Charles Mix County,1,2000,1118.6429,31322
Charles Mix County,1,2001,2731.1852,73742
Charles Mix County,1,2002,2478.2121,81781
Charles Mix County,2,1998,2055.0435,47266
Charles Mix County,2,1999,1606.8750,38565
Charles Mix County,2,2000,2511.6604,133118
Charles Mix County,2,2001,2076.3368,197252
Charles Mix County,2,2002,1977.1053,112695
Charles Mix County,3,1998,2291.5238,48122
Charles Mix County,3,1999,1803.1875,28851
Charles Mix County,3,2000,2270.2034,133942
Charles Mix County,3,2001,1591.7429,111422
Charles Mix County,3,2002,1691.3768,116705
Charles Mix County,4,1998,2028.2637,184572
Charles Mix County,4,1999,1866.3000,37326
Charles Mix County,4,2000,1901.0769,222426
Charles Mix County,4,2001,1946.8148,262820
Charles Mix County,4,2002,1846.2692,192012
Charleston County,1,1999,2699.7143,37796
Charleston County,1,2001,1825.4839,56590
Charleston County,2,1998,2228.8182,49034
Charleston County,2,1999,2088.1750,83527
Charleston County,2,2001,1100.0909,12101
Charleston County,2,2002,2037.8056,73361
Charleston County,3,1998,1366.0000,12294
Charleston County,3,1999,1368.4667,61581
Charleston County,3,2000,1757.7727,77342
Charleston County,3,2001,1913.7500,15310
Charleston County,3,2002,1468.4000,73420
Charleston County,4,1998,1917.8100,191781
Charleston County,4,1999,2417.6625,193413
Charleston County,4,2000,1594.1695,94056
Charleston County,4,2001,1788.7885,93017
Charleston County,4,2002,1669.8214,46755
Charlevoix County,1,1998,1956.5000,82173
Charlevoix County,1,1999,1500.5625,24009
Charlevoix County,1,2000,2422.4000,24224
Charlevoix County,1,2001,1105.7273,12163
Charlevoix County,1,2002,1384.7800,69239
Charlevoix County,2,1998,1503.7500,24060
Charlevoix County,2,1999,1580.4231,41091
Charlevoix County,2,2000,2022.0625,64706
Charlevoix County,2,2002,2655.2105,100898
Charlevoix County,3,1998,2165.2308,56296
Charlevoix County,3,1999,1937.5897,75566
Charlevoix County,3,2000,1571.5789,29860
Charlevoix County,3,2001,2253.2500,72104
Charlevoix County,3,2002,1810.6939,88724
Charlevoix County,4,1998,2279.0104,218785
Charlevoix County,4,1999,1789.3333,112728
Charlevoix County,4,2000,2105.0820,128410
Charlevoix County,4,2001,1634.5593,96439
Charlevoix County,4,2002,2359.7273,129785
Charlotte County,1,1998,2174.8750,121793
Charlotte County,1,1999,1987.0606,65573
Charlotte County,1,2000,1847.8974,144136
Charlotte County,1,2001,1678.9375,53726
Charlotte County,1,2002,2184.3000,131058
Charlotte County,2,1998,2831.2917,67951
Charlotte County,2,1999,1971.2273,43367
Charlotte County,2,2000,1780.0784,90784
Charlotte County,2,2001,2216.6275,113048
Charlotte County,2,2002,1709.8519,92332
Charlotte County,3,1998,1395.5849,147932
Charlotte County,3,1999,1454.9344,88751
Charlotte County,3,2000,1569.0658,119249
Charlotte County,3,2001,1925.9647,163707
Charlotte County,4,1998,2638.8345,366798
Charlotte County,4,1999,1470.6497,260305
Charlotte County,4,2000,1992.8191,396571
Charlotte County,4,2001,2197.4474,250509
Charlotte County,4,2002,1615.4023,140540
Charlottesville city,1,1998,1750.5556,15755
Charlottesville city,1,1999,2677.3333,24096
Charlottesville city,1,2000,2321.5741,125365
Charlottesville city,1,2001,2939.2564,114631
Charlottesville city,1,2002,1811.8387,56167
Charlottesville city,1,2003,3407.5556,30668
Charlottesville city,2,1998,1712.0500,34241
Charlottesville city,2,2000,1377.4000,20661
Charlottesville city,2,2001,2081.8571,58292
Charlottesville city,3,1998,1419.7500,22716
Charlottesville city,3,1999,1999.2857,69975
Charlottesville city,3,2000,2292.0185,123769
Charlottesville city,3,2001,1839.2963,49661
Charlottesville city,3,2002,2084.4545,91716
Charlottesville city,4,1998,1917.2411,214731
Charlottesville city,4,1999,2401.7538,312228
Charlottesville city,4,2000,2140.6737,203364
Charlottesville city,4,2001,1838.9630,99304
Charlottesville city,4,2002,1697.6706,144302
Charlton County,1,1998,1593.3571,22307
Charlton County,1,2000,2143.8462,111480
Charlton County,1,2001,1379.5714,9657
Charlton County,1,2002,1805.5333,27083
Charlton County,2,1998,2406.8387,74612
Charlton County,2,1999,2516.5000,25165
Charlton County,2,2001,2159.9167,25919
Charlton County,2,2002,1404.7500,22476
Charlton County,3,1998,2154.8444,96968
Charlton County,3,1999,2085.8235,70918
Charlton County,3,2000,2573.0645,79765
Charlton County,3,2001,1617.0769,21022
Charlton County,3,2002,2266.3077,58924
Charlton County,4,1998,2307.1348,205335
Charlton County,4,1999,1914.2258,59341
Charlton County,4,2000,2440.7976,205027
Charlton County,4,2001,2292.8447,236163
Charlton County,4,2002,1609.1064,75628
Chase County,1,1998,1780.5422,147785
Chase County,1,1999,1506.1250,48196
Chase County,1,2000,2021.2870,218299
Chase County,1,2001,2405.4444,64947
Chase County,1,2002,2259.7308,117506
Chase County,2,1998,1911.9474,72654
Chase County,2,1999,2107.1698,111680
Chase County,2,2000,1695.1667,40684
Chase County,2,2001,2136.2000,181577
Chase County,2,2002,1833.2759,106330
Chase County,3,1998,2029.7439,166439
Chase County,3,1999,1874.9048,118119
Chase County,3,2000,1819.7105,276596
Chase County,3,2001,2523.7654,204425
Chase County,3,2002,1600.2889,144026
Chase County,4,1998,1914.5500,459492
Chase County,4,1999,1762.2000,264330
Chase County,4,2000,1871.5450,394896
Chase County,4,2001,1668.5983,195226
Chase County,4,2002,1646.5968,306267
Chatham County,1,1998,2564.1250,61539
Chatham County,1,1999,1244.2121,41059
Chatham County,1,2000,1653.4634,67792
Chatham County,1,2001,1757.0926,94883
Chatham County,1,2002,1895.9111,170632
Chatham County,2,1998,987.3571,27646
Chatham County,2,1999,1747.0625,27953
Chatham County,2,2000,2403.6429,67302
Chatham County,2,2001,2324.4267,174332
Chatham County,2,2002,1490.7000,44721
Chatham County,3,1998,1650.9484,255897
Chatham County,3,1999,2084.4789,295996
Chatham County,3,2000,2246.3535,222389
Chatham County,3,2001,2302.1013,181866
Chatham County,3,2002,2105.6923,191618
Chatham County,4,1998,1898.3514,140478
Chatham County,4,1999,1884.5034,277022
Chatham County,4,2000,1814.6483,263124
Chatham County,4,2001,1883.7400,282561
Chatham County,4,2002,1692.3237,235233
Chattahoochee County,1,1998,2053.5652,47232
Chattahoochee County,1,1999,2400.6071,67217
Chattahoochee County,1,2000,1994.0400,49851
Chattahoochee County,1,2001,1626.2593,43909
Chattahoochee County,1,2002,2283.0526,43378
Chattahoochee County,2,1998,1599.2800,39982
Chattahoochee County,2,1999,1760.0323,54561
Chattahoochee County,2,2000,691.2143,9677
Chattahoochee County,2,2001,1965.4545,21620
Chattahoochee County,2,2002,1494.9464,83717
Chattahoochee County,3,1998,1575.7407,85090
Chattahoochee County,3,1999,2136.4268,175187
Chattahoochee County,3,2000,2545.3529,86542
Chattahoochee County,3,2001,1565.7037,42274
Chattahoochee County,3,2002,2034.2857,213600
Chattahoochee County,4,1998,1791.4186,154062
Chattahoochee County,4,1999,2036.4746,120152
Chattahoochee County,4,2000,2103.3867,157754
Chattahoochee County,4,2001,1978.0179,110769
Chattahoochee County,4,2002,1656.4103,64600
Chattooga County,1,1998,2352.6250,18821
Chattooga County,1,1999,2104.2174,48397
Chattooga County,1,2001,1539.1364,135444
Chattooga County,1,2002,1704.4375,81813
Chattooga County,2,1998,2073.8611,74659
Chattooga County,2,1999,2157.8214,120838
Chattooga County,2,2000,2075.3846,26980
Chattooga County,2,2001,2459.3750,78700
Chattooga County,2,2002,2485.6071,69597
Chattooga County,3,1998,1986.1154,51639
Chattooga County,3,1999,1912.4390,156820
Chattooga County,3,2000,2222.1429,155550
Chattooga County,3,2001,1647.0769,107060
Chattooga County,3,2002,1622.6923,63285
Chattooga County,4,1998,1730.0208,83041
Chattooga County,4,1999,1878.9583,90190
Chattooga County,4,2000,1999.2500,127952
Chattooga County,4,2001,1388.4906,73590
Chattooga County,4,2002,2051.6579,233889
Chautauqua County,1,1998,1308.0000,9156
Chautauqua County,1,1999,1597.3065,99033
Chautauqua County,1,2000,2033.2222,91495
Chautauqua County,1,2001,2346.9286,131428
Chautauqua County,1,2002,1808.9359,141097
Chautauqua County,1,2003,2159.8750,17279
Chautauqua County,2,1998,1896.4615,73962
Chautauqua County,2,1999,1942.3656,180640
Chautauqua County,2,2000,1908.8167,114529
Chautauqua County,2,2001,3838.8571,26872
Chautauqua County,2,2002,2616.7561,214574
Chautauqua County,3,1998,1820.8077,189364
Chautauqua County,3,1999,2052.0000,141588
Chautauqua County,3,2000,1771.5000,162978
Chautauqua County,3,2001,2108.5833,151818
Chautauqua County,3,2002,1719.2656,220066
Chautauqua County,4,1998,1827.9220,257737
Chautauqua County,4,1999,1855.6463,272780
Chautauqua County,4,2000,1842.8678,222987
Chautauqua County,4,2001,1802.5872,310045
Chautauqua County,4,2002,1824.3503,286423
Chaves County,1,1998,1633.8333,39212
Chaves County,1,1999,1767.0000,93651
Chaves County,1,2000,1673.3902,68609
Chaves County,1,2001,1847.6842,105318
Chaves County,1,2002,2175.2500,78309
Chaves County,2,1998,1846.1111,66460
Chaves County,2,1999,1764.9333,52948
Chaves County,2,2000,4003.0833,48037
Chaves County,2,2001,2168.1613,67213
Chaves County,2,2002,1582.8056,56981
Chaves County,3,1998,1838.9855,126890
Chaves County,3,1999,2615.4783,60156
Chaves County,3,2000,2125.1935,65881
Chaves County,3,2001,1523.8250,60953
Chaves County,3,2002,1590.4348,109740
Chaves County,4,1998,1808.9580,215266
Chaves County,4,1999,1926.8272,156073
Chaves County,4,2000,1786.1067,267916
Chaves County,4,2001,1784.0704,126669
Chaves County,4,2002,2465.6415,130679
Cheatham County,1,1998,1581.5789,30050
Cheatham County,1,1999,1320.7500,31698
Cheatham County,1,2000,2645.2857,37034
Cheatham County,1,2002,1926.9375,30831
Cheatham County,2,1998,2063.4412,70157
Cheatham County,2,1999,3136.3636,34500
Cheatham County,2,2000,1106.7059,18814
Cheatham County,2,2001,1389.3000,13893
Cheatham County,2,2002,3072.0645,95234
Cheatham County,3,1998,1747.8000,43695
Cheatham County,3,1999,1908.7500,38175
Cheatham County,3,2000,1896.0704,134621
Cheatham County,3,2001,1437.9437,102094
Cheatham County,3,2002,2057.6944,74077
Cheatham County,4,1998,1769.4028,127397
Cheatham County,4,1999,1730.0526,98613
Cheatham County,4,2000,2331.1613,144532
Cheatham County,4,2001,1437.9167,51765
Cheatham County,4,2002,1651.4833,99089
Cheboygan County,1,1998,1381.1154,35909
Cheboygan County,1,1999,1032.6522,23751
Cheboygan County,1,2000,2015.7857,28221
Cheboygan County,1,2001,1869.8864,82275
Cheboygan County,1,2002,1658.3000,16583
Cheboygan County,2,1998,1749.7407,47243
Cheboygan County,2,1999,2088.5000,25062
Cheboygan County,2,2000,2073.6667,18663
Cheboygan County,2,2001,1893.9474,107955
Cheboygan County,2,2002,1581.1045,105934
Cheboygan County,3,1998,1515.0943,80300
Cheboygan County,3,1999,1444.6444,65009
Cheboygan County,3,2000,1641.2632,62368
Cheboygan County,3,2002,2739.5357,76707
Cheboygan County,4,1998,2061.0328,125723
Cheboygan County,4,1999,1835.5763,108299
Cheboygan County,4,2000,2135.3830,100363
Cheboygan County,4,2001,1924.0968,178941
Cheboygan County,4,2002,1752.3375,140187
Chelan County,1,1998,1620.9245,85909
Chelan County,1,1999,1990.6207,57728
Chelan County,1,2000,1764.9143,61772
Chelan County,1,2001,1717.2258,53234
Chelan County,1,2002,2310.0345,66991
Chelan County,2,1998,1829.6000,27444
Chelan County,2,1999,1486.6667,13380
Chelan County,2,2000,1493.0278,107498
Chelan County,2,2001,1828.0333,54841
Chelan County,2,2002,1648.9296,117074
Chelan County,3,1998,2108.2099,170765
Chelan County,3,1999,2089.0526,119076
Chelan County,3,2000,2216.5735,150727
Chelan County,3,2001,1896.2124,214272
Chelan County,3,2002,1483.7460,93476
Chelan County,4,1998,2168.9187,266777
Chelan County,4,1999,1911.4035,108950
Chelan County,4,2000,1918.9043,220674
Chelan County,4,2001,1897.1759,377538
Chelan County,4,2002,2057.6939,201654
Chemung County,1,2000,1580.6667,37936
Chemung County,1,2001,2141.9211,81393
Chemung County,1,2002,1125.2857,15754
Chemung County,2,1999,990.1818,10892
Chemung County,2,2000,1804.9000,36098
Chemung County,2,2002,911.4545,10026
Chemung County,3,1998,2196.7333,32951
Chemung County,3,1999,899.3043,20684
Chemung County,3,2000,2125.1667,25502
Chemung County,3,2001,1666.7000,33334
Chemung County,3,2002,1275.5500,25511
Chemung County,4,1998,1711.0492,104374
Chemung County,4,2000,2046.2564,79804
Chemung County,4,2001,1893.9783,87123
Chemung County,4,2002,1728.7917,41491
Chenango County,1,1998,1914.3000,57429
Chenango County,1,1999,2566.0588,43623
Chenango County,1,2000,1352.2903,41921
Chenango County,1,2001,1893.0000,64362
Chenango County,1,2002,1943.8333,23326
Chenango County,2,1998,1762.0000,74004
Chenango County,2,2000,2095.4138,60767
Chenango County,2,2001,2170.7586,62952
Chenango County,2,2002,1518.5000,15185
Chenango County,3,1998,2182.1429,45825
Chenango County,3,1999,3043.4839,94348
Chenango County,3,2000,1451.0930,62397
Chenango County,3,2001,1532.2500,18387
Chenango County,3,2002,1336.5167,80191
Chenango County,4,1998,2597.2676,184406
Chenango County,4,1999,2290.7260,167223
Chenango County,4,2000,1977.0976,162122
Chenango County,4,2001,2018.5686,102947
Chenango County,4,2002,1696.1220,69541
Cherokee County,1,1998,1699.3134,227708
Cherokee County,1,1999,1477.3710,274791
Cherokee County,1,2000,2032.0521,390154
Cherokee County,1,2001,1923.8943,473278
Cherokee County,1,2002,1800.9401,480851
Cherokee County,1,2003,1263.5500,25271
Cherokee County,2,1998,1959.4694,288042
Cherokee County,2,1999,1757.3376,411217
Cherokee County,2,2000,1884.4981,491854
Cherokee County,2,2001,1908.8214,267235
Cherokee County,2,2002,1804.0180,301271
Cherokee County,3,1998,1840.3592,1019559
Cherokee County,3,1999,1977.9543,648769
Cherokee County,3,2000,1924.7698,777607
Cherokee County,3,2001,1851.8479,657406
Cherokee County,3,2002,1718.0575,537752
Cherokee County,4,1998,1979.6934,1136344
Cherokee County,4,1999,1812.2949,1130872
Cherokee County,4,2000,1974.1429,1229891
Cherokee County,4,2001,1963.8427,1223474
Cherokee County,4,2002,2067.8729,1236588
Cherry County,1,1998,2587.1429,36220
Cherry County,1,1999,2077.8750,33246
Cherry County,1,2000,2029.1905,42613
Cherry County,1,2001,2823.3333,59290
Cherry County,1,2002,2361.8077,61407
Cherry County,1,2003,2005.3000,20053
Cherry County,2,1998,2915.5238,61226
Cherry County,2,1999,2360.3333,21243
Cherry County,2,2000,1827.3913,42030
Cherry County,2,2001,1121.7778,40384
Cherry County,2,2002,1890.6667,39704
Cherry County,3,1998,2481.6111,89338
Cherry County,3,1999,1690.8969,164017
Cherry County,3,2000,2257.3158,128667
Cherry County,3,2001,2063.8240,257978
Cherry County,3,2002,1794.8298,84357
Cherry County,4,1998,1641.8358,110003
Cherry County,4,1999,1847.1379,160701
Cherry County,4,2000,2157.9400,107897
Cherry County,4,2001,2624.8696,120744
Cherry County,4,2002,1881.9091,62103
Chesapeake city,1,1998,2342.8889,126516
Chesapeake city,1,1999,1510.6216,55893
Chesapeake city,1,2000,3574.6316,67918
Chesapeake city,1,2001,2016.0667,30241
Chesapeake city,1,2002,1856.7143,12997
Chesapeake city,2,1998,1688.9310,48979
Chesapeake city,2,1999,1574.8571,22048
Chesapeake city,2,2000,1390.9189,51464
Chesapeake city,2,2001,2375.7308,61769
Chesapeake city,3,1998,2177.5556,19598
Chesapeake city,3,1999,2038.5455,44848
Chesapeake city,3,2000,1536.6286,53782
Chesapeake city,3,2001,2661.2586,154353
Chesapeake city,3,2002,2426.7349,201419
Chesapeake city,4,1998,2185.0286,152952
Chesapeake city,4,1999,1745.0494,141349
Chesapeake city,4,2000,1673.7661,286214
Chesapeake city,4,2001,1822.2143,127555
Chesapeake city,4,2002,1602.0484,99327
Cheshire County,1,1998,1752.7000,70108
Cheshire County,1,1999,2128.0896,142582
Cheshire County,1,2000,1747.7813,55929
Cheshire County,1,2001,2088.8519,56399
Cheshire County,1,2002,1808.6429,25321
Cheshire County,2,1998,2286.2157,116597
Cheshire County,2,1999,2260.2951,137878
Cheshire County,2,2000,2136.6923,27777
Cheshire County,2,2001,1941.6735,95142
Cheshire County,2,2002,2190.1111,19711
Cheshire County,3,1998,1760.2059,119694
Cheshire County,3,1999,1676.9783,77141
Cheshire County,3,2000,1614.9310,93666
Cheshire County,3,2001,1994.8200,99741
Cheshire County,3,2002,1582.3833,94943
Cheshire County,4,1998,1840.5978,169335
Cheshire County,4,1999,2471.0505,244634
Cheshire County,4,2000,1836.9408,310443
Cheshire County,4,2001,1697.5935,263127
Cheshire County,4,2002,2043.7313,326997
Chester County,1,1998,1648.9870,126972
Chester County,1,1999,2159.5714,256989
Chester County,1,2000,1675.7368,63678
Chester County,1,2001,1953.4746,115255
Chester County,1,2002,1682.5890,122829
Chester County,2,1998,1761.6047,75749
Chester County,2,1999,2126.5217,97820
Chester County,2,2000,1460.1091,80306
Chester County,2,2001,1063.6000,10636
Chester County,2,2002,1981.0678,116883
Chester County,3,1998,1804.8219,263504
Chester County,3,1999,1600.9619,168101
Chester County,3,2000,1967.5955,175116
Chester County,3,2001,2130.2121,140594
Chester County,3,2002,1844.9914,214019
Chester County,4,1998,1667.9682,472035
Chester County,4,1999,1954.2409,429933
Chester County,4,2000,1809.7020,443377
Chester County,4,2001,2005.0879,547389
Chester County,4,2002,2278.7973,337262
Chesterfield County,1,1998,2198.4769,142901
Chesterfield County,1,1999,1737.6154,67767
Chesterfield County,1,2000,2188.8125,105063
Chesterfield County,1,2001,1725.6316,32787
Chesterfield County,1,2002,1806.0385,46957
Chesterfield County,2,1998,1942.1619,203927
Chesterfield County,2,1999,2378.4894,111789
Chesterfield County,2,2000,2265.9048,95168
Chesterfield County,2,2001,1790.1552,103829
Chesterfield County,2,2002,2740.1111,24661
Chesterfield County,3,1998,2062.5930,177383
Chesterfield County,3,1999,1711.3143,59896
Chesterfield County,3,2000,1743.8468,216237
Chesterfield County,3,2001,2261.0345,262280
Chesterfield County,3,2002,1880.7786,246382
Chesterfield County,4,1998,1894.9386,216023
Chesterfield County,4,1999,1512.5152,199652
Chesterfield County,4,2000,1860.1194,249256
Chesterfield County,4,2001,1789.5946,132430
Chesterfield County,4,2002,2092.5088,238546
Cheyenne County,1,1998,1612.5391,206405
Cheyenne County,1,1999,1661.6364,73112
Cheyenne County,1,2000,2149.4300,214943
Cheyenne County,1,2001,2486.4923,161622
Cheyenne County,1,2002,1463.8061,143453
Cheyenne County,2,1998,1543.2785,121919
Cheyenne County,2,1999,1843.8882,296866
Cheyenne County,2,2000,1899.5217,131067
Cheyenne County,2,2001,2205.3816,167609
Cheyenne County,2,2002,1556.7571,108973
Cheyenne County,3,1998,1716.4950,173366
Cheyenne County,3,1999,1874.4362,352394
Cheyenne County,3,2000,1643.1676,303986
Cheyenne County,3,2001,1689.3116,233125
Cheyenne County,3,2002,2048.2286,358440
Cheyenne County,4,1998,1978.0066,597358
Cheyenne County,4,1999,2135.2995,442007
Cheyenne County,4,2000,2097.0588,534750
Cheyenne County,4,2001,2379.2764,473476
Cheyenne County,4,2002,1840.0594,371692
Chickasaw County,1,1998,1748.1346,90903
Chickasaw County,1,1999,1991.8475,117519
Chickasaw County,1,2000,1790.3710,111003
Chickasaw County,1,2001,2163.2674,186041
Chickasaw County,1,2002,1993.3279,121593
Chickasaw County,1,2003,1840.0000,16560
Chickasaw County,2,1998,2014.4364,110794
Chickasaw County,2,1999,2368.7857,66326
Chickasaw County,2,2000,1817.2222,81775
Chickasaw County,2,2001,1227.1852,33134
Chickasaw County,2,2002,1391.7500,11134
Chickasaw County,3,1998,1795.8854,172405
Chickasaw County,3,1999,1290.8125,41306
Chickasaw County,3,2000,1276.6190,80427
Chickasaw County,3,2001,1689.4000,126705
Chickasaw County,3,2002,1933.8283,191449
Chickasaw County,4,1998,1673.2500,220869
Chickasaw County,4,1999,2208.9286,309250
Chickasaw County,4,2000,1699.1393,341527
Chickasaw County,4,2001,1971.1349,248363
Chickasaw County,4,2002,2198.4000,296784
Chicot County,1,1999,1141.0000,35371
Chicot County,1,2000,2278.6667,20508
Chicot County,1,2002,1029.5000,12354
Chicot County,2,2000,972.3913,22365
Chicot County,2,2001,1313.0000,18382
Chicot County,2,2002,2124.4800,53112
Chicot County,3,1998,2167.5000,26010
Chicot County,3,1999,2176.6522,100126
Chicot County,3,2000,1304.2500,26085
Chicot County,3,2001,2430.4138,70482
Chicot County,3,2002,2087.5000,121075
Chicot County,4,1998,2094.9367,165500
Chicot County,4,1999,2185.1857,152963
Chicot County,4,2000,1700.9231,22112
Chicot County,4,2001,2154.5714,75410
Chicot County,4,2002,2093.8649,77473
Childress County,1,1998,1759.2105,33425
Childress County,1,1999,1788.0455,78674
Childress County,1,2000,1549.8182,34096
Childress County,1,2001,2584.5806,80122
Childress County,1,2003,1068.4167,12821
Childress County,2,1998,1215.3333,47398
Childress County,2,2002,1896.5455,62586
Childress County,3,1998,2152.0909,94692
Childress County,3,2000,2625.0000,123375
Childress County,3,2001,1918.7213,117042
Childress County,3,2002,2091.1467,156836
Childress County,4,1998,2244.6061,148144
Childress County,4,1999,1921.5897,149884
Childress County,4,2000,1967.7128,184965
Childress County,4,2001,1819.4254,243803
Childress County,4,2002,2295.1370,167545
Chilton County,1,1998,1021.8000,10218
Chilton County,1,1999,1340.2500,21444
Chilton County,1,2000,2033.7600,50844
Chilton County,1,2001,2102.7727,46261
Chilton County,1,2002,1523.3000,15233
Chilton County,2,1998,1471.8235,50042
Chilton County,2,1999,2126.2500,17010
Chilton County,2,2000,2815.7742,87289
Chilton County,2,2001,2764.1250,22113
Chilton County,2,2002,1861.7143,52128
Chilton County,3,1998,1890.2778,204150
Chilton County,3,1999,1519.2308,39500
Chilton County,3,2000,2171.4762,45601
Chilton County,3,2001,2030.3279,123850
Chilton County,3,2002,1778.6364,39130
Chilton County,4,1998,2180.2039,224561
Chilton County,4,1999,2065.0545,113578
Chilton County,4,2000,1953.0926,105467
Chilton County,4,2001,2043.7000,163496
Chilton County,4,2002,2767.9804,141167
Chippewa County,1,1998,1910.4321,154745
Chippewa County,1,1999,2133.7287,275251
Chippewa County,1,2000,1375.0875,110007
Chippewa County,1,2001,1813.6735,177740
Chippewa County,1,2002,2043.4286,171648
Chippewa County,2,1998,2026.0134,301876
Chippewa County,2,1999,2093.7957,194723
Chippewa County,2,2000,2495.7627,147250
Chippewa County,2,2001,2241.9103,174869
Chippewa County,2,2002,1967.6000,68866
Chippewa County,3,1998,1929.7225,368577
Chippewa County,3,1999,1972.6912,428074
Chippewa County,3,2000,2070.8116,428658
Chippewa County,3,2001,2024.4274,236858
Chippewa County,3,2002,1512.8571,211800
Chippewa County,4,1998,1918.5303,665730
Chippewa County,4,1999,1947.1583,504314
Chippewa County,4,2000,1977.9010,399536
Chippewa County,4,2001,1754.5172,203524
Chippewa County,4,2002,1982.2677,533230
Chisago County,1,1998,1350.6000,27012
Chisago County,1,2000,1083.2143,15165
Chisago County,1,2001,1599.5600,39989
Chisago County,1,2002,2335.0385,60711
Chisago County,2,1998,1670.3659,68485
Chisago County,2,1999,2140.8776,104903
Chisago County,2,2000,2809.0476,58990
Chisago County,2,2001,2814.1875,90054
Chisago County,2,2002,1947.4211,37001
Chisago County,3,1998,2099.7222,37795
Chisago County,3,1999,1658.5294,84585
Chisago County,3,2000,1691.8333,30453
Chisago County,3,2001,1937.4068,114307
Chisago County,4,1998,1657.2062,160749
Chisago County,4,1999,2221.0000,75514
Chisago County,4,2000,1778.0000,62230
