c_customer_sk,avg(ss_quantity),avg(ss_sales_price),sum(ss_quantity),sum(ss_sales_price)
18544,50.41818181818182,34.4000,2773,1892
18545,49.4,32.0667,1482,962
18546,49.39473684210526,37.5000,1877,1425
18547,56.59090909090909,53.3182,1245,1173
18548,48.2962962962963,38.4444,1304,1038
18549,48.27777777777778,30.6944,1738,1105
18550,46.09411764705882,32.9059,3918,2797
18551,61.625,33.8125,986,541
18552,55.72727272727273,38.6364,613,425
18553,54.225806451612904,30.8548,3362,1913
18554,53.09090909090909,30.6364,1168,674
18555,44.96,37.1200,1124,928
18556,47.68421052631579,38.4737,906,731
18557,48.333333333333336,40.0556,1740,1442
18558,48.96491228070175,35.7018,2791,2035
18559,48.361111111111114,39.6111,1741,1426
18560,45.16279069767442,38.0465,1942,1636
18562,46.595238095238095,32.7857,1957,1377
18564,45.01960784313726,32.7059,2296,1668
18565,56.52,33.8400,1413,846
18566,47.20454545454545,33.2500,2077,1463
18567,49.145833333333336,37.9375,2359,1821
18568,53.9,32.5000,539,325
18569,52.857142857142854,29.1429,1850,1020
18570,39.285714285714285,33.8095,825,710
18571,54.0,42.1724,1566,1223
18572,46.42857142857143,30.1429,325,211
18573,55.958333333333336,34.9583,1343,839
18575,51.24,41.7600,1281,1044
18576,48.916666666666664,31.7500,587,381
18577,63.375,44.3750,507,355
18580,51.8,26.2000,1036,524
18581,34.5,56.5000,345,565
18582,55.95454545454545,30.6364,1231,674
18583,43.67741935483871,46.8387,1354,1452
18584,56.875,31.7500,1820,1016
18585,63.875,35.3750,511,283
18586,50.023809523809526,36.9524,2101,1552
18587,60.22222222222222,24.0000,542,216
18588,51.0,28.7727,1122,633
18589,58.0,34.6667,870,520
18590,46.0,40.8750,2944,2616
18591,48.22222222222222,47.5556,2170,2140
18592,49.80555555555556,42.1944,1793,1519
18593,47.68421052631579,41.5263,1812,1578
18594,51.22222222222222,39.3889,3688,2836
18595,58.377049180327866,38.4754,3561,2347
18596,50.972972972972975,49.3514,1886,1826
18597,49.57575757575758,43.5152,1636,1436
18598,45.19047619047619,25.9524,949,545
18599,52.5,33.8000,3150,2028
18600,48.092592592592595,40.8519,2597,2206
18601,49.666666666666664,57.5556,894,1036
18602,50.375,47.2750,2015,1891
18604,50.22222222222222,37.6667,452,339
18605,44.483333333333334,41.2667,2669,2476
18606,45.4,47.1000,454,471
18607,57.529411764705884,31.8824,978,542
18608,55.0,38.4222,2475,1729
18609,54.088235294117645,33.3529,1839,1134
18610,56.857142857142854,20.3810,1194,428
18611,53.15384615384615,40.1795,2073,1567
18612,47.7,47.7200,2385,2386
18613,52.49122807017544,34.0702,2992,1942
18614,58.15384615384615,44.4615,1512,1156
18615,51.4,41.9143,1799,1467
18616,44.166666666666664,42.4167,530,509
18617,40.42857142857143,44.7857,566,627
18618,53.470588235294116,38.5294,909,655
18619,65.0,39.1786,1820,1097
18620,49.208333333333336,45.1250,2362,2166
18622,50.13953488372093,38.7209,2156,1665
18623,49.94444444444444,25.3889,899,457
18624,58.18333333333333,44.4667,3491,2668
18626,61.083333333333336,46.9167,733,563
18628,42.214285714285715,32.3571,591,453
18629,51.53333333333333,40.0667,1546,1202
18630,57.935483870967744,39.1613,1796,1214
18631,61.17391304347826,37.8261,1407,870
18632,58.333333333333336,30.0333,1750,901
18633,51.19512195121951,42.6585,2099,1749
18634,52.0,34.0741,1404,920
18635,51.91304347826087,47.7826,1194,1099
18636,31.833333333333332,17.0833,382,205
18637,40.471698113207545,36.2264,2145,1920
18638,43.27272727272727,25.3636,476,279
18639,60.76190476190476,37.6190,1276,790
18640,51.82142857142857,41.0000,1451,1148
18641,53.57142857142857,39.1786,1500,1097
18642,36.8,57.2000,920,1430
18643,45.5,38.7273,1001,852
18644,50.785714285714285,36.1964,2844,2027
18645,59.55555555555556,32.3333,536,291
18646,48.5,40.1667,1164,964
18647,46.48275862068966,41.5862,1348,1206
18648,42.42857142857143,41.2857,594,578
18649,51.65384615384615,38.3654,2686,1995
18650,51.75,31.9167,1863,1149
18652,59.8,44.2000,598,442
18653,47.270833333333336,42.9375,2269,2061
18654,44.44444444444444,44.8889,400,404
18655,56.17391304347826,29.8261,1292,686
18656,58.86363636363637,35.9545,1295,791
18657,61.68292682926829,30.3171,2529,1243
18658,59.833333333333336,42.3333,718,508
18659,53.1,50.1500,1062,1003
18660,51.83783783783784,42.5676,1918,1575
18661,52.285714285714285,45.9286,732,643
18662,61.36842105263158,57.6842,1166,1096
18663,44.91489361702128,42.7660,2111,2010
18664,45.04,33.3600,1126,834
18665,55.857142857142854,40.2143,782,563
18666,54.18181818181818,37.1818,1192,818
18667,52.84375,30.4688,1691,975
18668,49.18181818181818,37.0000,541,407
18669,52.4,35.0667,786,526
18670,51.5,45.8462,1339,1192
18671,44.31818181818182,36.0000,975,792
18672,40.1875,33.9375,643,543
18673,53.236363636363635,35.0727,2928,1929
18674,61.40625,36.3125,1965,1162
18675,54.47222222222222,33.8889,3922,2440
18676,48.6875,36.9375,1558,1182
18678,45.52,33.6400,1138,841
18679,53.0,36.3019,2809,1924
18680,53.72,45.3600,1343,1134
18681,49.54716981132076,46.0189,2626,2439
18682,50.048780487804876,40.0244,2052,1641
18683,50.54545454545455,22.6364,556,249
18685,37.4,34.0667,561,511
18686,48.275862068965516,33.0690,1400,959
18687,54.95652173913044,26.3478,1264,606
18688,52.61538461538461,40.2308,684,523
18689,59.30769230769231,47.6923,1542,1240
18690,54.89473684210526,32.6842,1043,621
18691,49.74193548387097,27.0323,1542,838
18692,46.73684210526316,42.2105,888,802
18693,53.96363636363636,35.5455,2968,1955
18694,46.56,26.5200,1164,663
18695,58.0625,39.9688,1858,1279
18696,48.26086956521739,43.3696,2220,1995
18697,51.26923076923077,32.7500,2666,1703
18698,52.4390243902439,36.0244,2150,1477
18699,46.339285714285715,38.4643,2595,2154
18700,49.85,43.2750,1994,1731
18701,54.36363636363637,31.9394,1794,1054
18702,52.64705882352941,45.9412,895,781
18703,51.32432432432432,33.8919,1899,1254
18704,47.80952380952381,49.2143,2008,2067
18705,51.90909090909091,37.4091,1142,823
18706,42.0,34.6667,1260,1040
18708,41.095238095238095,37.0000,863,777
18709,39.0,26.3846,507,343
18710,51.34615384615385,36.2692,2670,1886
18711,25.9,31.2000,259,312
18713,50.857142857142854,45.0000,356,315
18714,53.625,45.4250,2145,1817
18715,37.0,42.1250,296,337
18716,50.38235294117647,50.0588,1713,1702
18717,51.80952380952381,24.7619,1088,520
18718,55.41379310344828,35.0000,1607,1015
18719,51.77777777777778,52.2593,1398,1411
18720,51.84615384615385,40.6667,2022,1586
18721,47.595238095238095,29.0952,1999,1222
18722,49.1875,34.0000,787,544
18723,56.470588235294116,36.6176,1920,1245
18724,47.09090909090909,44.4091,1036,977
18725,37.7037037037037,36.0370,1018,973
18727,36.19230769230769,42.3846,941,1102
18728,51.78787878787879,43.5455,1709,1437
18729,49.39705882352941,41.3088,3359,2809
18730,56.51162790697674,40.8605,2430,1757
18731,47.0,50.9286,658,713
18732,58.583333333333336,54.0000,703,648
18733,31.0,37.7500,248,302
18734,52.42857142857143,37.9286,2202,1593
18735,54.57692307692308,31.9231,1419,830
18736,58.869565217391305,50.5652,1354,1163
18737,46.96774193548387,35.4194,4368,3294
18738,45.42857142857143,45.1429,318,316
18739,64.28,30.7600,1607,769
18740,55.333333333333336,19.3333,332,116
18741,60.878787878787875,39.3333,2009,1298
18742,59.763888888888886,39.0417,4303,2811
18743,51.38461538461539,45.0000,668,585
18744,56.625,51.0000,453,408
18745,64.22222222222223,49.3333,578,444
18746,57.55,53.5500,1151,1071
18747,47.241379310344826,34.1207,2740,1979
18748,46.48979591836735,33.2041,2278,1627
18749,51.35849056603774,36.4151,2722,1930
18750,53.04347826086956,44.4783,1220,1023
18751,53.625,28.8750,858,462
18752,56.041666666666664,52.7500,1345,1266
18753,58.8,45.2571,2058,1584
18754,47.700934579439256,41.7850,5104,4471
18755,47.05263157894737,43.5789,894,828
18757,44.27272727272727,31.9091,487,351
18758,54.0,34.3966,3132,1995
18759,60.6,48.8000,606,488
18760,39.214285714285715,47.8214,1098,1339
18761,50.473684210526315,31.9474,959,607
18763,59.333333333333336,45.3846,2314,1770
18764,47.0,41.3429,1645,1447
18766,51.0,41.6154,663,541
18767,50.13636363636363,38.8182,1103,854
18769,49.95161290322581,34.4839,3097,2138
18770,57.266666666666666,43.1333,859,647
18772,51.67567567567568,32.9189,1912,1218
18773,45.25,33.5000,1086,804
18774,57.9,25.5000,579,255
18775,51.333333333333336,31.3333,462,282
18777,48.11864406779661,37.4746,2839,2211
18778,39.40625,34.4063,1261,1101
18779,52.65217391304348,33.0000,1211,759
18780,51.59375,28.5000,3302,1824
18781,52.666666666666664,30.6667,948,552
18782,46.97560975609756,42.3171,1926,1735
18783,51.785714285714285,32.3333,2175,1358
18785,48.833333333333336,56.5833,586,679
18786,57.44,44.6400,1436,1116
18787,48.78378378378378,35.7297,1805,1322
18788,46.9,50.1000,469,501
18789,53.666666666666664,24.4444,483,220
18790,59.72727272727273,33.6364,1314,740
18791,54.4,34.5333,2448,1554
18792,47.85,37.9500,957,759
18793,50.63157894736842,50.0000,962,950
18794,53.36363636363637,35.2727,587,388
18795,43.80555555555556,38.8889,1577,1400
18796,52.666666666666664,35.0588,2686,1788
18797,47.63636363636363,35.5455,524,391
18798,50.175,39.1000,2007,1564
18799,46.583333333333336,44.7667,2795,2686
18800,47.96,46.2400,1199,1156
18801,47.91428571428571,43.0571,3354,3014
18802,56.08571428571429,36.2857,1963,1270
18803,47.588235294117645,41.5882,4045,3535
18804,56.89473684210526,30.5789,1081,581
18805,57.32142857142857,50.0357,1605,1401
18806,50.666666666666664,29.3333,1824,1056
18807,49.24444444444445,33.4000,2216,1503
18809,61.125,42.7813,1956,1369
18811,42.2,29.9600,1055,749
18812,53.666666666666664,33.9697,1771,1121
18813,48.4,42.7600,1210,1069
18814,40.345454545454544,40.0364,2219,2202
18815,44.09090909090909,34.2273,970,753
18817,50.59183673469388,39.0408,2479,1913
18818,45.95652173913044,27.2609,1057,627
18819,35.72727272727273,23.7273,393,261
18820,49.3,34.8000,493,348
18821,45.108108108108105,51.3514,1669,1900
18822,43.083333333333336,30.6667,1551,1104
18823,46.666666666666664,37.6111,1680,1354
18824,42.0,41.2500,1008,990
18825,43.233333333333334,39.3000,1297,1179
18826,53.8,37.6000,807,564
18827,46.2,48.8000,462,488
18828,37.45454545454545,31.7273,412,349
18829,51.28,46.3000,2564,2315
18830,52.97560975609756,38.8293,2172,1592
18831,45.12820512820513,40.4872,1760,1579
18832,52.113207547169814,37.7925,2762,2003
18834,50.23809523809524,38.4286,1055,807
18835,51.270270270270274,32.8919,1897,1217
18836,46.95238095238095,43.9048,986,922
18837,49.7037037037037,30.5926,1342,826
18838,49.45454545454545,32.1212,1632,1060
18839,36.59090909090909,32.3182,805,711
18840,47.95652173913044,47.2174,1103,1086
18841,53.183673469387756,36.6735,2606,1797
18842,53.37096774193548,37.3548,3309,2316
18843,51.55,47.9500,1031,959
18844,45.9375,41.3750,735,662
18845,61.125,20.1250,489,161
18846,63.666666666666664,22.0000,573,198
18847,46.68,37.2800,1167,932
18850,57.71111111111111,38.2444,2597,1721
18851,46.285714285714285,65.4286,324,458
18852,42.9,41.0000,429,410
18853,49.74074074074074,43.4444,1343,1173
18854,52.19047619047619,39.5952,2192,1663
18855,41.484848484848484,29.0303,1369,958
18856,62.95,48.3000,1259,966
18857,48.18421052631579,38.9211,1831,1479
18858,43.3,51.2000,433,512
18859,50.517857142857146,38.4643,2829,2154
18861,51.1,39.6000,2044,1584
18862,49.354166666666664,38.0000,2369,1824
18863,51.075268817204304,46.4301,4750,4318
18864,53.8,40.0000,1345,1000
18865,49.54054054054054,29.8108,1833,1103
18866,52.12,40.8800,1303,1022
18869,50.65151515151515,39.9697,3343,2638
18870,48.90909090909091,52.0000,538,572
18871,45.4,35.5000,454,355
18873,61.09090909090909,57.0909,672,628
18875,56.16,35.8400,1404,896
18876,47.416666666666664,36.5833,1138,878
18877,49.93939393939394,43.1212,1648,1423
18878,37.294117647058826,36.7059,1268,1248
18879,50.13636363636363,45.9545,1103,1011
18881,57.111111111111114,30.3333,514,273
18882,62.04545454545455,26.8636,1365,591
18883,47.917808219178085,41.8219,3498,3053
18884,50.705882352941174,28.0588,862,477
18885,54.05555555555556,49.1111,973,884
18886,45.729729729729726,42.9730,1692,1590
18887,46.0,24.9643,1288,699
18888,49.31578947368421,37.5789,937,714
18889,58.8235294117647,50.2941,2000,1710
18890,49.195402298850574,46.6092,4280,4055
18891,40.6,55.1000,406,551
18892,51.9,27.3333,1557,820
18893,48.86206896551724,54.2759,1417,1574
18894,45.15151515151515,48.7576,1490,1609
18895,47.8421052631579,36.3684,909,691
18896,35.3,36.3000,706,726
18898,48.47222222222222,44.1389,1745,1589
18899,51.4,32.5143,1799,1138
18900,48.65217391304348,42.0000,1119,966
18901,59.0,41.8889,531,377
18902,45.486486486486484,35.4865,1683,1313
18903,44.0,32.3929,1232,907
18904,55.92307692307692,23.3077,727,303
18905,55.58620689655172,23.6552,1612,686
18906,54.354838709677416,33.0645,1685,1025
18907,53.01754385964912,33.1754,3022,1891
18909,45.760416666666664,36.6563,4393,3519
18910,35.5,36.5000,568,584
18912,60.674418604651166,31.3721,2609,1349
18913,44.57142857142857,37.3810,1872,1570
18914,53.291666666666664,44.0833,1279,1058
18915,46.21951219512195,31.5366,1895,1293
18916,56.8780487804878,42.0488,2332,1724
18917,51.857142857142854,31.5000,2178,1323
18918,63.416666666666664,33.0833,761,397
18919,45.280701754385966,42.7544,2581,2437
18920,58.30434782608695,48.7826,1341,1122
18921,51.5,44.8750,2472,2154
18922,48.888888888888886,37.7778,440,340
18924,43.13793103448276,39.5862,1251,1148
18925,54.0,28.8571,2646,1414
18926,48.24324324324324,45.1892,1785,1672
18927,53.785714285714285,38.7143,753,542
18928,45.69565217391305,32.5652,1051,749
18929,52.183673469387756,42.1429,2557,2065
18930,51.46153846153846,20.6154,669,268
18931,59.166666666666664,41.0000,1065,738
18932,58.166666666666664,29.9167,698,359
18933,45.24444444444445,40.1556,2036,1807
18935,55.37931034482759,40.7241,1606,1181
18936,52.82,42.4200,2641,2121
18938,46.8125,41.1250,749,658
18939,51.142857142857146,40.8286,1790,1429
18940,62.95454545454545,41.9545,1385,923
18941,52.578947368421055,36.2632,999,689
18942,44.457142857142856,41.1143,1556,1439
18943,66.6923076923077,39.0000,867,507
18944,64.54545454545455,46.9091,710,516
18945,52.54545454545455,38.0909,578,419
18946,51.9375,38.3750,1662,1228
18947,52.583333333333336,25.7500,631,309
18948,49.479166666666664,32.4375,2375,1557
18950,56.5,36.0882,1921,1227
18951,45.078947368421055,29.9211,1713,1137
18952,48.6,43.3125,3888,3465
18953,30.5,25.7500,366,309
18954,42.90909090909091,22.9545,944,505
18955,48.75,39.7500,585,477
18956,43.72727272727273,33.4545,481,368
18957,44.375,40.5313,1420,1297
18958,63.27272727272727,38.0909,696,419
18959,50.611111111111114,33.6667,3644,2424
18960,52.111111111111114,40.1944,1876,1447
18961,54.68421052631579,26.5789,1039,505
18963,66.22222222222223,48.8889,596,440
18964,51.74545454545454,36.1818,2846,1990
18965,49.5,45.7667,1485,1373
18967,53.189655172413794,41.2414,3085,2392
18968,54.0,41.6111,1944,1498
18969,48.34285714285714,34.6571,1692,1213
18970,48.07843137254902,35.2745,2452,1799
18971,49.87096774193548,37.8065,1546,1172
18972,51.38636363636363,35.3750,4522,3113
18973,62.785714285714285,29.6429,879,415
18974,50.083333333333336,39.7500,1202,954
18975,52.67391304347826,40.7391,2423,1874
18976,54.54838709677419,43.5161,1691,1349
18977,50.70967741935484,34.6774,1572,1075
18978,49.44827586206897,31.6552,1434,918
18979,60.107142857142854,38.4286,1683,1076
18981,53.41463414634146,41.6585,2190,1708
18982,51.32608695652174,50.1304,2361,2306
18985,56.785714285714285,33.4643,1590,937
18986,41.27272727272727,38.0455,908,837
18987,49.7,37.9000,497,379
18989,43.54545454545455,31.5909,958,695
18990,42.075471698113205,35.6981,2230,1892
18991,49.916666666666664,24.4167,599,293
18993,57.48076923076923,38.3462,2989,1994
18994,46.6530612244898,30.3469,2286,1487
18995,53.58536585365854,49.5610,2197,2032
18996,52.666666666666664,44.0952,2212,1852
18997,45.65,48.0000,913,960
18998,45.07692307692308,39.2051,1758,1529
18999,51.391304347826086,32.6087,1182,750
19000,35.6875,32.0625,571,513
19001,57.666666666666664,32.3333,519,291
19002,51.138888888888886,31.6111,1841,1138
19003,48.9,52.3000,489,523
19004,60.08108108108108,38.8378,2223,1437
19005,51.388888888888886,35.0556,925,631
19006,48.0,16.8000,480,168
19007,46.714285714285715,26.7143,654,374
19008,62.5,41.8000,625,418
19009,52.436619718309856,38.1831,3723,2711
19010,51.21568627450981,33.4118,2612,1704
19012,52.55172413793103,37.0690,1524,1075
19013,51.1,27.5000,511,275
19014,54.5,43.7188,1744,1399
19015,38.3,51.1000,383,511
19016,50.916666666666664,37.3833,3055,2243
19018,39.75,27.3333,477,328
19020,56.69230769230769,25.7692,737,335
19021,55.0,42.7200,1375,1068
19022,52.04,36.8400,1301,921
19023,54.76470588235294,38.7647,931,659
19024,42.8974358974359,37.3333,1673,1456
19025,40.333333333333336,43.5000,726,783
19026,51.74285714285714,45.5429,1811,1594
19027,45.206896551724135,34.6897,1311,1006
19029,53.23529411764706,40.5294,1810,1378
19030,47.285714285714285,30.2857,662,424
19031,54.08163265306123,33.6531,2650,1649
19032,49.361111111111114,38.6389,1777,1391
19033,45.54545454545455,32.3182,1002,711
19034,56.214285714285715,33.8714,3935,2371
19035,56.95238095238095,46.5714,1196,978
19036,62.22222222222222,48.1111,560,433
19037,56.82608695652174,33.5217,1307,771
19039,44.55555555555556,43.1111,401,388
19040,55.92,51.1200,1398,1278
19041,56.18181818181818,38.5152,1854,1271
19042,50.375,38.7500,403,310
19043,53.979166666666664,38.5208,2591,1849
19044,48.333333333333336,37.6667,580,452
19045,48.47692307692308,34.7077,3151,2256
19046,70.16666666666667,57.3333,421,344
19047,48.74,43.3200,2437,2166
19048,49.61538461538461,26.2308,1290,682
19050,47.666666666666664,46.3333,286,278
19051,48.05882352941177,28.6471,817,487
19052,59.4,24.6000,594,246
19053,44.26315789473684,41.7895,1682,1588
19054,47.55555555555556,36.6667,1284,990
19055,48.755102040816325,37.1633,2389,1821
19056,38.125,40.4375,610,647
19057,49.52272727272727,45.2273,2179,1990
19058,56.2,40.2000,1405,1005
19059,53.09722222222222,41.3611,3823,2978
19060,46.486486486486484,41.0811,1720,1520
19061,37.77777777777778,46.0000,340,414
19064,40.333333333333336,39.8889,363,359
19065,46.166666666666664,46.7778,1662,1684
19066,50.51219512195122,35.5854,2071,1459
19067,49.98529411764706,38.7794,3399,2637
19068,54.05555555555556,42.0185,2919,2269
19070,50.0,37.3188,3450,2575
19071,62.07692307692308,50.2308,807,653
19072,52.40909090909091,38.8182,1153,854
19073,63.0,40.4444,567,364
19075,48.0,28.0811,1776,1039
19077,50.095238095238095,39.1190,2104,1643
19078,62.523809523809526,44.0952,1313,926
19079,63.256410256410255,35.6923,2467,1392
19080,44.6551724137931,26.0345,1295,755
19081,60.05,38.1000,1201,762
19082,45.35294117647059,42.8235,771,728
19083,39.35294117647059,40.2941,669,685
19084,44.888888888888886,28.1111,404,253
19085,44.65217391304348,43.5652,2054,2004
19086,50.32,39.1200,1258,978
19088,51.57575757575758,44.6061,1702,1472
19089,52.833333333333336,34.2500,1268,822
19090,47.57142857142857,51.0000,999,1071
19091,47.36842105263158,33.0000,900,627
19092,48.76470588235294,42.6912,3316,2903
19093,58.5,36.5000,702,438
19094,52.58536585365854,34.1951,2156,1402
19095,56.0,22.6364,616,249
19096,43.375,48.1250,347,385
19097,51.57142857142857,44.2143,2888,2476
19098,37.375,65.8750,299,527
19099,52.92307692307692,45.0000,688,585
19100,57.25806451612903,32.5806,1775,1010
19101,37.0,63.7333,555,956
19102,57.0,41.8462,741,544
19104,52.31818181818182,22.1364,1151,487
19106,52.125,28.9583,1251,695
19107,56.7,33.4000,567,334
19108,51.76923076923077,24.6923,673,321
19109,45.333333333333336,14.8889,408,134
19110,58.357142857142854,46.5000,817,651
19111,51.25,42.0714,1435,1178
19112,52.34615384615385,35.8269,2722,1863
19113,56.94444444444444,38.3704,3075,2072
19115,48.0,31.9032,1488,989
19116,46.125,24.6250,369,197
19118,49.523809523809526,31.5238,1040,662
19119,58.10526315789474,45.1053,1104,857
19120,59.76923076923077,17.4615,777,227
19121,41.5,38.9545,913,857
19122,48.6078431372549,33.0784,4958,3374
19123,45.03703703703704,42.6667,1216,1152
19124,43.15384615384615,36.8462,561,479
19125,50.23076923076923,31.8718,1959,1243
19126,54.05555555555556,38.6667,973,696
19127,40.13636363636363,28.8636,883,635
19128,47.74285714285714,42.9714,1671,1504
19129,49.3,29.9250,1972,1197
19130,53.84782608695652,42.1304,2477,1938
19131,53.63636363636363,37.9091,590,417
19132,59.44444444444444,40.5556,535,365
19133,50.45454545454545,43.6818,1110,961
19134,43.875,53.7500,351,430
19135,44.29032258064516,35.1935,1373,1091
19136,48.82258064516129,39.4677,3027,2447
19137,50.0,45.6400,1250,1141
19138,51.6875,41.1250,827,658
19139,42.583333333333336,28.3333,511,340
19140,46.95744680851064,37.3830,2207,1757
19141,42.0,28.6522,966,659
19142,54.31818181818182,42.1818,1195,928
19144,57.26315789473684,44.0000,1088,836
19145,55.020833333333336,28.8125,2641,1383
19146,52.422222222222224,40.0222,2359,1801
19147,41.611111111111114,39.6667,749,714
19148,41.95,30.4500,839,609
19149,58.25454545454546,33.9455,3204,1867
19150,69.5925925925926,34.4444,1879,930
19151,57.5,39.8026,4370,3025
19152,59.214285714285715,25.5000,829,357
19153,42.6875,56.4375,683,903
19154,48.35294117647059,40.0294,1644,1361
19155,51.56410256410256,39.7692,2011,1551
19156,47.54716981132076,38.2453,2520,2027
19157,68.77777777777777,52.6667,619,474
19158,48.241379310344826,48.6897,1399,1412
19159,54.0,38.0909,594,419
19160,48.285714285714285,60.2857,338,422
19161,52.0,54.1176,884,920
19162,48.19444444444444,30.3611,1735,1093
19163,53.44444444444444,46.4444,481,418
19164,46.24528301886792,38.1321,2451,2021
19165,55.57142857142857,37.4286,2334,1572
19166,34.15384615384615,28.0000,444,364
19167,57.0,45.8571,399,321
19168,51.77777777777778,41.3333,466,372
19169,56.0,30.5455,1232,672
19170,56.44,35.5600,1411,889
19171,48.072463768115945,35.5072,3317,2450
19173,58.42857142857143,38.0000,818,532
19174,43.26923076923077,28.8077,1125,749
19175,47.27272727272727,34.0909,520,375
19176,60.333333333333336,24.8667,905,373
19177,51.46153846153846,41.1538,669,535
19178,50.75,28.6667,1218,688
19179,43.04761904761905,42.8095,1808,1798
19180,50.0,42.0000,400,336
19181,53.166666666666664,41.3333,1276,992
19182,43.114285714285714,33.8286,1509,1184
19183,40.21739130434783,41.6957,1850,1918
19184,53.125,28.6250,425,229
19185,45.75,46.7500,549,561
19186,53.27272727272727,65.0909,586,716
19187,48.05263157894737,29.0000,913,551
19188,56.0,35.2727,616,388
19189,47.3,45.6500,946,913
19190,44.625,48.8750,357,391
19191,46.529411764705884,40.0000,1582,1360
19192,43.84615384615385,34.9615,2280,1818
19193,57.470588235294116,40.8235,977,694
19194,49.5,36.8000,1485,1104
19195,56.15384615384615,44.1538,730,574
19196,46.61538461538461,33.8462,606,440
19197,56.19230769230769,28.0385,1461,729
19198,56.55555555555556,23.5556,509,212
19199,49.766666666666666,37.0667,1493,1112
19200,43.708333333333336,25.8333,1049,620
19201,50.0,30.8889,450,278
19202,51.55555555555556,42.6296,1392,1151
19203,48.9375,43.8542,2349,2105
19204,48.892857142857146,46.0714,1369,1290
19205,49.68421052631579,25.9474,944,493
19206,50.114285714285714,25.2571,1754,884
19207,47.34,31.0400,2367,1552
19208,49.083333333333336,32.0000,589,384
19209,42.47826086956522,49.8261,977,1146
19210,46.8125,42.2813,1498,1353
19211,60.58620689655172,47.2759,1757,1371
19212,51.83582089552239,32.9552,3473,2208
19213,49.5,37.9464,2772,2125
19214,57.75,34.4375,1848,1102
19215,55.8,31.1333,837,467
19218,50.333333333333336,31.9259,1359,862
19219,47.0,41.0000,1692,1476
19220,51.111111111111114,29.3611,1840,1057
19221,51.61538461538461,16.3846,671,213
19222,59.0,23.8696,1357,549
19223,57.25,26.1250,458,209
19224,52.75,32.0833,633,385
19225,49.12903225806452,45.2581,1523,1403
19226,54.09090909090909,21.9091,1190,482
19227,48.638888888888886,40.5000,1751,1458
19229,57.27777777777778,43.8889,1031,790
19230,64.07142857142857,30.7143,897,430
19231,47.64102564102564,39.6923,1858,1548
19232,41.25,70.9167,495,851
19233,55.733333333333334,32.0667,836,481
19234,34.3,37.0500,686,741
19235,46.7037037037037,45.2963,1261,1223
19236,63.04347826086956,31.0870,1450,715
19237,46.77777777777778,42.3056,1684,1523
19238,54.0,20.9000,540,209
19239,55.19230769230769,43.5962,2870,2267
19240,51.3125,35.5625,2463,1707
19241,42.529411764705884,28.5294,723,485
19242,49.4,30.0000,988,600
19243,46.82089552238806,39.4776,3137,2645
19244,60.916666666666664,39.1667,731,470
19245,47.53846153846154,31.8205,1854,1241
19246,39.61538461538461,32.3077,515,420
19247,61.07142857142857,35.6429,855,499
19250,64.57142857142857,25.7143,452,180
19252,49.19047619047619,47.7619,1033,1003
19253,47.23076923076923,44.5385,614,579
19254,58.285714285714285,30.3571,816,425
19256,49.38,34.6200,2469,1731
19257,52.9,57.2000,529,572
19258,50.529411764705884,30.8824,1718,1050
19259,46.22222222222222,36.9444,1664,1330
19260,59.0,43.6364,649,480
19261,60.3,25.9000,603,259
19262,53.45454545454545,40.0909,1176,882
19263,50.706896551724135,34.8621,2941,2022
19264,58.2,46.2000,1746,1386
19265,53.142857142857146,37.1587,3348,2341
19266,47.88,34.0400,1197,851
19267,42.733333333333334,34.8667,641,523
19268,43.55,47.6500,871,953
19269,61.36363636363637,43.3182,1350,953
19271,43.31818181818182,42.3182,953,931
19273,50.84,53.0800,1271,1327
19274,47.64,36.0000,1191,900
19275,53.083333333333336,36.9167,1911,1329
19276,46.375,34.5625,742,553
19277,23.2,20.1333,348,302
19278,47.755102040816325,40.4694,2340,1983
19279,55.705882352941174,41.8824,1894,1424
19280,33.63636363636363,34.9545,740,769
19281,40.72727272727273,49.8636,896,1097
19282,51.661764705882355,36.9706,3513,2514
19283,54.1578947368421,29.3860,3087,1675
19284,54.421052631578945,39.7895,1034,756
19285,59.808510638297875,40.5319,2811,1905
19286,52.0,35.4000,520,354
19287,65.125,57.5000,521,460
19289,49.883720930232556,46.3488,2145,1993
19290,52.94444444444444,37.2222,953,670
19291,52.54545454545455,32.2121,1734,1063
19292,41.22727272727273,32.5909,907,717
19293,39.666666666666664,33.9524,833,713
19294,51.83870967741935,33.4516,1607,1037
19295,60.85,19.5000,1217,390
19296,46.666666666666664,35.0000,560,420
19297,49.0,36.3548,1519,1127
19298,49.32142857142857,42.5714,1381,1192
19299,48.583333333333336,45.6667,583,548
19300,44.027027027027025,32.7838,1629,1213
19301,52.11764705882353,52.3529,886,890
19302,48.57627118644068,34.9831,2866,2064
19303,54.361111111111114,38.3333,1957,1380
19304,69.92857142857143,33.1429,979,464
19305,63.90625,29.5000,2045,944
19306,46.96296296296296,37.9444,2536,2049
19307,47.57142857142857,34.4286,333,241
19308,58.8,49.2000,2058,1722
19309,60.0,34.2000,600,342
19311,63.9,33.5000,639,335
19312,52.88,37.9600,1322,949
19313,50.64102564102564,42.2051,1975,1646
19314,41.833333333333336,42.9667,1255,1289
19315,52.39393939393939,46.5152,1729,1535
19316,54.21621621621622,38.3514,2006,1419
19317,46.458333333333336,40.2500,1115,966
