ws_sold_date_sk,d_day_name,avg(ws_sales_price),sum(ws_sales_price)
2451636,Saturday,45.4465,7226
2451637,Sunday,55.9026,14926
2451638,Monday,52.1441,11576
2451639,Tuesday,56.1441,12464
2451640,Wednesday,52.6075,11258
2451641,Thursday,51.7677,10250
2451642,Friday,52.2127,16447
2451643,Saturday,48.6875,14801
2451644,Sunday,45.8411,4905
2451645,Monday,58.3056,14693
2451646,Tuesday,47.2205,9208
2451647,Wednesday,53.3478,13497
2451648,Thursday,48.0000,15264
2451649,Friday,50.9385,12429
2451650,Saturday,51.1493,11304
2451651,Sunday,47.8400,8372
2451652,Monday,51.4469,11627
2451653,Tuesday,48.9407,12382
2451654,Wednesday,50.0726,11717
2451655,Thursday,52.4232,15360
2451656,Friday,54.1655,15058
2451657,Saturday,50.5028,9141
2451658,Sunday,52.4848,12124
2451659,Monday,49.4718,9647
2451660,Tuesday,51.2052,11726
2451661,Wednesday,52.1618,14188
2451662,Thursday,52.9365,6670
2451663,Friday,60.9143,4264
2451664,Saturday,46.4929,9810
2451665,Sunday,46.0833,10507
2451666,Monday,50.1498,12387
2451667,Tuesday,49.2692,10248
2451668,Wednesday,51.7859,17659
2451669,Thursday,47.3438,12120
2451670,Friday,46.2806,6433
2451671,Saturday,51.2642,15328
2451672,Sunday,49.3025,7987
2451673,Monday,46.0680,15571
2451674,Tuesday,44.2475,8761
2451675,Wednesday,51.6590,8937
2451676,Thursday,50.0179,11204
2451677,Friday,49.0227,8628
2451678,Saturday,52.0669,13225
2451679,Sunday,50.2936,11819
2451680,Monday,46.9371,16428
2451681,Tuesday,47.4153,14841
2451682,Wednesday,50.5780,11026
2451683,Thursday,51.6898,14163
2451684,Friday,48.5290,14219
2451685,Saturday,51.5592,10879
2451686,Sunday,44.9571,12588
2451687,Monday,54.8254,10362
2451688,Tuesday,49.5299,11590
2451689,Wednesday,46.2394,9849
2451690,Thursday,47.7118,16222
2451691,Friday,50.6656,15605
2451692,Saturday,55.9058,10678
2451693,Sunday,55.5562,19778
2451694,Monday,51.3133,8518
2451695,Tuesday,48.6989,8571
2451696,Wednesday,47.4738,16331
2451697,Thursday,53.0867,10405
2451698,Friday,56.5506,10066
2451699,Saturday,55.4479,10646
2451700,Sunday,54.0091,11882
2451701,Monday,56.0903,8694
2451702,Tuesday,51.4647,8749
2451703,Wednesday,49.5415,10156
2451704,Thursday,54.1905,10242
2451705,Friday,44.8649,9960
2451706,Saturday,47.3141,7381
2451707,Sunday,48.5190,10189
2451708,Monday,49.3962,18079
2451709,Tuesday,51.4600,12865
2451710,Wednesday,46.4692,9805
2451711,Thursday,52.2549,13325
2451712,Friday,53.4110,11697
2451713,Saturday,53.6667,7889
2451714,Sunday,52.6651,11007
2451715,Monday,47.2982,10311
2451716,Tuesday,45.3945,9896
2451717,Wednesday,54.2769,10584
2451718,Thursday,49.2303,8123
2451719,Friday,51.9281,14436
2451720,Saturday,46.7818,10292
2451721,Sunday,47.8147,13675
2451722,Monday,49.9288,13331
2451723,Tuesday,58.0843,9642
2451724,Wednesday,54.9589,12036
2451725,Thursday,48.5923,11322
2451726,Friday,48.8029,10151
2451727,Saturday,51.8878,15722
2451728,Sunday,51.9177,8203
2451729,Monday,51.3502,12170
2451730,Tuesday,54.3986,16102
2451731,Wednesday,47.1133,9564
2451732,Thursday,56.3547,14934
2451733,Friday,52.0000,14768
2451734,Saturday,54.3782,8483
2451735,Sunday,49.3295,8682
2451736,Monday,52.1567,11318
2451737,Tuesday,54.2429,7594
2451738,Wednesday,47.5364,7178
2451739,Thursday,49.1606,10717
2451740,Friday,50.3025,8149
2451741,Saturday,48.2098,10799
2451742,Sunday,42.2000,10761
2451743,Monday,47.8424,9712
2451744,Tuesday,51.2100,10242
2451745,Wednesday,52.8132,13573
2451746,Thursday,50.5214,11822
2451747,Friday,48.5645,9033
2451748,Saturday,53.4874,10644
2451749,Sunday,45.5610,5604
2451750,Monday,47.0629,13460
2451751,Tuesday,46.8481,13258
2451752,Wednesday,47.1268,6692
2451753,Thursday,53.2234,10006
2451754,Friday,52.1020,13286
2451755,Saturday,48.4161,7214
2451756,Sunday,51.3222,13857
2451757,Monday,48.2621,11969
2451758,Tuesday,54.7303,9742
2451759,Wednesday,49.5338,25609
2451760,Thursday,49.1901,22775
2451761,Friday,51.0377,23018
2451762,Saturday,50.8535,25681
2451763,Sunday,52.0205,30432
2451764,Monday,52.3354,25592
2451765,Tuesday,48.6335,23490
2451766,Wednesday,54.6156,20317
2451767,Thursday,50.6764,25997
2451768,Friday,48.0875,24188
2451769,Saturday,49.0386,20351
2451770,Sunday,51.0476,20368
2451771,Monday,46.5142,19722
2451772,Tuesday,50.0465,22621
2451773,Wednesday,46.3536,28183
2451774,Thursday,49.5502,25667
2451775,Friday,52.0096,32454
2451776,Saturday,50.6003,31018
2451777,Sunday,48.6654,24868
2451778,Monday,48.7273,22512
2451779,Tuesday,51.8016,26626
2451780,Wednesday,51.5596,22480
2451781,Thursday,48.5336,28926
2451782,Friday,54.2918,26983
2451783,Saturday,47.7167,25767
2451784,Sunday,48.1068,30644
2451785,Monday,46.4379,22801
2451786,Tuesday,50.2368,23762
2451787,Wednesday,50.8616,27567
2451788,Thursday,46.6250,23872
2451789,Friday,48.9374,21875
2451790,Saturday,48.5724,29192
2451791,Sunday,49.7166,27543
2451792,Monday,49.7564,27167
2451793,Tuesday,52.9201,25825
2451794,Wednesday,52.2555,25971
2451795,Thursday,54.1555,28215
2451796,Friday,48.3846,24531
2451797,Saturday,51.7719,26559
2451798,Sunday,51.9000,21798
2451799,Monday,48.7206,27381
2451800,Tuesday,51.6043,24254
2451801,Wednesday,47.2557,26983
2451802,Thursday,49.7640,20453
2451803,Friday,48.0985,25877
2451804,Saturday,53.1752,24886
2451805,Sunday,55.7725,30396
2451806,Monday,50.6058,26315
2451807,Tuesday,49.7567,33337
2451808,Wednesday,50.5246,32841
2451809,Thursday,48.8674,21746
2451810,Friday,50.5543,27906
2451811,Saturday,54.0448,26536
2451812,Sunday,56.2687,26390
2451813,Monday,48.7093,19435
2451814,Tuesday,50.0145,31009
2451815,Wednesday,50.0949,28504
2451816,Thursday,48.7376,24515
2451817,Friday,53.4351,25542
2451818,Saturday,52.1859,30320
2451819,Sunday,51.8249,25757
2451820,Monday,45.1569,22443
2451821,Tuesday,52.3241,30191
2451822,Wednesday,48.6132,27272
2451823,Thursday,47.9762,24228
2451824,Friday,48.7801,27512
2451825,Saturday,49.8531,30211
2451826,Sunday,54.2154,26674
2451827,Monday,47.8010,19933
2451828,Tuesday,55.7274,37003
2451829,Wednesday,53.4079,18853
2451830,Thursday,51.5031,33683
2451831,Friday,47.9780,24037
2451832,Saturday,53.0056,18817
2451833,Sunday,50.3879,28318
2451834,Monday,49.8003,30677
2451835,Tuesday,48.7402,24760
2451836,Wednesday,50.5436,24918
2451837,Thursday,50.1705,26189
2451838,Friday,47.8952,21026
2451839,Saturday,48.1209,29065
2451840,Sunday,48.2360,25758
2451841,Monday,49.4557,23442
2451842,Tuesday,54.6613,23887
2451843,Wednesday,51.0206,22245
2451844,Thursday,49.1342,23437
2451845,Friday,56.9927,31346
2451846,Saturday,45.9873,21706
2451847,Sunday,52.1147,29080
2451848,Monday,50.5367,22691
2451849,Tuesday,47.3832,20280
2451850,Wednesday,50.1494,19809
2451851,Thursday,51.0412,34708
2451852,Friday,48.5764,33712
2451853,Saturday,49.3869,39065
2451854,Sunday,51.6684,30691
2451855,Monday,53.0515,41221
2451856,Tuesday,51.7039,39295
2451857,Wednesday,51.0175,37906
2451858,Thursday,51.8466,39196
2451859,Friday,49.7330,38742
2451860,Saturday,48.4708,34802
2451861,Sunday,48.1378,39810
2451862,Monday,50.3106,35469
2451863,Tuesday,48.9016,39268
2451864,Wednesday,49.5513,39096
2451865,Thursday,51.0077,46672
2451866,Friday,54.3524,35166
2451867,Saturday,49.7560,43835
2451868,Sunday,51.5224,44773
2451869,Monday,54.4587,34908
2451870,Tuesday,51.3238,39468
2451871,Wednesday,51.3183,43364
2451872,Thursday,51.4683,34072
2451873,Friday,50.0441,34080
2451874,Saturday,50.1740,36627
2451875,Sunday,50.6868,45314
2451876,Monday,47.6091,38611
2451877,Tuesday,50.1524,36210
2451878,Wednesday,51.0971,41593
2451879,Thursday,51.2607,35985
2451880,Friday,50.8892,33536
2451881,Saturday,49.9308,42541
2451882,Sunday,51.0741,42034
2451883,Monday,46.9196,37911
2451884,Tuesday,49.1216,39985
2451885,Wednesday,50.4261,40946
2451886,Thursday,49.6531,42652
2451887,Friday,53.4847,40274
2451888,Saturday,51.5770,30482
2451889,Sunday,50.3406,36950
2451890,Monday,46.4486,37484
2451891,Tuesday,52.2998,42572
2451892,Wednesday,49.7913,35302
2451893,Thursday,51.6113,35715
2451894,Friday,52.5898,44491
2451895,Saturday,50.6053,46152
2451896,Sunday,49.0085,34747
2451897,Monday,49.5134,33174
2451898,Tuesday,52.7728,42271
2451899,Wednesday,51.2827,34462
2451900,Thursday,49.6759,32339
2451901,Friday,50.3304,29091
2451902,Saturday,50.2109,30478
2451903,Sunday,49.8648,36501
2451904,Monday,49.6514,42303
2451905,Tuesday,50.5453,49130
2451906,Wednesday,51.6457,39354
2451907,Thursday,48.2919,39213
2451908,Friday,49.6846,43474
2451909,Saturday,49.6984,47462
2451910,Sunday,52.0013,39365
2451911,Monday,51.8165,50262
2451912,Tuesday,49.2317,12111
2451913,Wednesday,54.9736,16657
2451914,Thursday,52.2857,14640
2451915,Friday,47.9606,9736
2451916,Saturday,48.0427,11242
2451917,Sunday,52.0000,7384
2451918,Monday,52.8862,8832
2451919,Tuesday,46.2583,6985
2451920,Wednesday,52.0000,9672
2451921,Thursday,45.1263,8574
2451922,Friday,47.6250,10668
2451923,Saturday,45.0860,12579
2451924,Sunday,43.9703,8882
2451925,Monday,49.3904,12397
2451926,Tuesday,50.3514,13897
2451927,Wednesday,48.4910,8098
2451928,Thursday,52.0495,11555
2451929,Friday,56.4321,16196
2451930,Saturday,50.4127,6352
2451931,Sunday,52.5345,12188
2451932,Monday,51.4356,8384
2451933,Tuesday,50.7251,12732
2451934,Wednesday,54.9534,12969
2451935,Thursday,47.9078,9869
2451936,Friday,49.4185,9093
2451937,Saturday,54.3560,10382
2451938,Sunday,52.7585,10921
2451939,Monday,46.1495,9876
2451940,Tuesday,54.1351,12018
2451941,Wednesday,44.7722,7074
2451942,Thursday,53.5000,9844
2451943,Friday,55.2264,16347
2451944,Saturday,51.0327,10921
2451945,Sunday,44.9227,8131
2451946,Monday,44.3960,8968
2451947,Tuesday,49.5483,12833
2451948,Wednesday,50.1214,14034
2451949,Thursday,48.0038,12673
2451950,Friday,47.6942,13879
2451951,Saturday,58.8421,10062
2451952,Sunday,50.9294,13700
2451953,Monday,52.2043,16862
2451954,Tuesday,48.1444,13336
2451955,Wednesday,56.9297,10532
2451956,Thursday,56.1799,10618
2451957,Friday,50.2277,16324
2451958,Saturday,47.2314,11430
2451959,Sunday,53.0372,9971
2451960,Monday,48.1138,13953
2451961,Tuesday,51.1697,14174
2451962,Wednesday,45.0074,12197
2451963,Thursday,51.5728,10624
2451964,Friday,50.8627,12970
2451965,Saturday,48.5087,11157
2451966,Sunday,50.8069,17630
2451967,Monday,52.2065,14409
2451968,Tuesday,50.0748,10716
2451969,Wednesday,50.4956,11412
2451970,Thursday,52.5749,19663
2451972,Saturday,49.0337,10199
2451973,Sunday,47.3401,18652
2451974,Monday,50.9808,13306
2451975,Tuesday,56.5299,7575
2451976,Wednesday,48.5254,13393
2451977,Thursday,50.4868,11511
2451978,Friday,53.7205,13645
2451979,Saturday,50.2367,14217
2451980,Sunday,53.4205,16133
2451981,Monday,56.2121,12985
2451982,Tuesday,53.2130,11494
2451983,Wednesday,52.4390,12900
2451984,Thursday,48.0046,10465
2451985,Friday,51.0377,13525
2451986,Saturday,43.3714,7590
2451987,Sunday,52.9628,11387
2451988,Monday,49.1250,8253
2451989,Tuesday,52.9937,16852
2451990,Wednesday,46.1515,10661
2451991,Thursday,49.9329,17127
2451992,Friday,51.0711,10061
2451993,Saturday,48.3744,10594
2451994,Sunday,56.2872,10976
2451995,Monday,52.3659,12882
2451996,Tuesday,46.2348,5317
2451997,Wednesday,52.3436,13557
2451998,Thursday,51.7558,13353
2451999,Friday,46.2042,6561
2452000,Saturday,53.0610,8702
2452001,Sunday,49.1393,13759
2452002,Monday,50.0884,10769
2452003,Tuesday,48.9714,11998
2452004,Wednesday,48.5570,7235
2452005,Thursday,51.1038,16251
2452006,Friday,52.5268,11766
2452007,Saturday,45.7404,10749
2452008,Sunday,54.3233,7225
2452009,Monday,52.9968,16429
2452010,Tuesday,45.5408,8926
2452011,Wednesday,47.1188,9518
2452012,Thursday,54.1789,15441
2452013,Friday,51.8745,12398
2452014,Saturday,52.5759,15247
2452015,Sunday,45.1422,10473
2452016,Monday,48.9706,8325
2452017,Tuesday,48.8643,12607
2452018,Wednesday,43.9205,7730
2452019,Thursday,53.7951,15224
2452020,Friday,49.6978,13816
2452021,Saturday,53.8520,13463
2452022,Sunday,54.2409,11933
2452023,Monday,54.8756,11469
2452024,Tuesday,52.3610,10734
2452025,Wednesday,51.8991,11314
2452026,Thursday,50.3694,13499
2452027,Friday,51.9930,14922
2452028,Saturday,53.9061,9757
2452029,Sunday,57.0863,15870
2452030,Monday,52.9365,13340
2452031,Tuesday,48.7183,15736
2452032,Wednesday,49.3544,10167
2452033,Thursday,49.4241,11071
2452034,Friday,52.3568,11885
2452035,Saturday,54.4507,11598
2452036,Sunday,46.8664,13685
2452037,Monday,49.7861,8613
2452038,Tuesday,49.0208,14118
2452039,Wednesday,52.2236,8408
2452040,Thursday,44.4947,12681
2452041,Friday,54.5123,11066
2452042,Saturday,55.1283,12459
2452043,Sunday,47.6212,12572
2452044,Monday,54.4695,8933
2452045,Tuesday,56.1398,10442
2452046,Wednesday,47.7835,11038
2452047,Thursday,47.0179,13165
2452048,Friday,46.2839,10923
2452049,Saturday,50.7263,18160
2452050,Sunday,52.5327,11242
2452051,Monday,48.0795,8462
2452052,Tuesday,48.7643,6827
2452053,Wednesday,50.9034,12115
2452054,Thursday,55.4786,7767
2452055,Friday,47.1557,11506
2452056,Saturday,48.2613,10714
2452057,Sunday,46.8924,16131
2452058,Monday,52.9701,17745
2452059,Tuesday,52.9923,13725
2452060,Wednesday,48.5351,13153
2452061,Thursday,50.8895,9669
2452062,Friday,48.5035,13969
2452063,Saturday,52.8239,9297
2452064,Sunday,47.5978,13137
2452065,Monday,47.0045,10388
2452066,Tuesday,44.5787,9629
2452067,Wednesday,50.4706,16302
2452068,Thursday,52.8012,8765
2452069,Friday,55.2235,9885
2452070,Saturday,50.1993,14357
2452071,Sunday,49.7806,17921
2452072,Monday,49.9274,8937
2452073,Tuesday,46.1086,10190
2452074,Wednesday,51.2749,8768
2452075,Thursday,54.2156,9054
2452076,Friday,48.1270,9096
2452077,Saturday,42.7716,9923
2452078,Sunday,52.8287,15109
2452079,Monday,51.3886,9918
2452080,Tuesday,53.0071,14895
2452081,Wednesday,44.2131,8091
2452082,Thursday,47.1609,12309
2452083,Friday,45.9292,9737
2452084,Saturday,47.8630,13976
2452085,Sunday,54.8127,17266
2452086,Monday,49.1382,13513
2452087,Tuesday,48.4522,11144
2452088,Wednesday,50.6075,9413
2452089,Thursday,51.5423,14638
2452090,Friday,49.4156,12008
2452091,Saturday,46.3448,6720
2452092,Sunday,47.3922,9668
2452093,Monday,52.1745,14348
2452094,Tuesday,48.7616,7363
2452095,Wednesday,53.8978,12127
2452096,Thursday,53.4328,16297
2452097,Friday,46.7266,12476
2452098,Saturday,52.4286,17249
2452099,Sunday,44.6993,6839
2452100,Monday,52.2671,16046
2452101,Tuesday,51.2065,7937
2452102,Wednesday,50.4757,13477
2452103,Thursday,50.6393,15445
2452104,Friday,49.7710,14782
2452105,Saturday,55.6181,14127
2452106,Sunday,56.4079,8574
2452107,Monday,51.7953,11136
2452108,Tuesday,56.1804,14326
2452109,Wednesday,49.5532,11645
2452110,Thursday,49.3032,13657
2452111,Friday,52.0696,11976
2452112,Saturday,41.9831,7473
2452113,Sunday,48.6056,10353
2452114,Monday,55.4079,12633
2452115,Tuesday,37.6842,6444
2452116,Wednesday,52.8963,8675
2452117,Thursday,56.7925,12040
2452118,Friday,51.6502,10485
2452119,Saturday,45.1048,10329
2452120,Sunday,48.3178,12466
2452121,Monday,57.9267,11064
2452122,Tuesday,51.1667,10745
2452123,Wednesday,50.2511,11206
2452124,Thursday,48.5309,9415
2452125,Friday,51.9055,24707
2452126,Saturday,53.9862,27317
2452127,Sunday,48.7240,29478
2452128,Monday,51.0297,25770
2452129,Tuesday,46.3939,18140
2452130,Wednesday,49.4111,28362
2452131,Thursday,50.3693,24278
2452132,Friday,48.6606,24233
2452133,Saturday,50.2093,34544
2452134,Sunday,51.2552,26909
2452135,Monday,49.5477,30125
2452136,Tuesday,50.2755,24635
2452137,Wednesday,54.4640,24182
2452138,Thursday,52.9403,27476
2452139,Friday,48.0097,24725
2452140,Saturday,51.8765,34031
2452141,Sunday,54.3077,26828
2452142,Monday,51.2831,30616
2452143,Tuesday,52.5646,31749
2452144,Wednesday,52.8355,28584
2452145,Thursday,50.6512,28466
2452146,Friday,46.8641,21042
2452147,Saturday,50.1540,26381
2452148,Sunday,50.7063,20891
2452149,Monday,46.6503,20946
2452150,Tuesday,48.3708,21525
2452151,Wednesday,49.3816,28987
2452152,Thursday,49.6339,25760
2452153,Friday,48.2377,26579
2452154,Saturday,52.4679,31061
2452155,Sunday,53.2872,25045
2452156,Monday,51.0104,34483
2452157,Tuesday,48.4668,29904
2452158,Wednesday,54.5938,31719
2452159,Thursday,52.2623,27699
2452160,Friday,49.1890,27841
2452161,Saturday,52.2740,30528
2452162,Sunday,50.4756,37251
2452163,Monday,49.7488,21591
2452164,Tuesday,50.5641,28417
2452165,Wednesday,48.6291,32387
2452166,Thursday,53.9946,29913
2452167,Friday,50.8853,26613
2452168,Saturday,47.3598,24485
2452169,Sunday,49.3763,27552
2452170,Monday,53.2466,30883
2452171,Tuesday,48.6033,23767
2452172,Wednesday,46.4706,18170
2452173,Thursday,50.1887,27654
2452174,Friday,48.4086,30449
2452175,Saturday,50.6328,27443
2452176,Sunday,50.0107,28156
2452177,Monday,48.8059,24891
2452178,Tuesday,51.7176,27100
2452179,Wednesday,52.1606,24359
2452180,Thursday,52.6549,23958
2452181,Friday,47.7500,25594
2452182,Saturday,48.5643,26419
2452183,Sunday,51.1029,26318
2452184,Monday,50.6930,23116
2452185,Tuesday,52.3379,22767
2452186,Wednesday,54.9028,27671
2452187,Thursday,49.8699,25683
2452188,Friday,48.5709,28074
2452189,Saturday,48.7732,23655
2452190,Sunday,48.6230,26694
2452191,Monday,51.7806,28324
2452192,Tuesday,49.4192,29355
2452193,Wednesday,49.6785,23796
2452194,Thursday,50.0441,26073
2452195,Friday,50.9279,28265
2452196,Saturday,48.2969,23424
2452197,Sunday,51.3941,29860
2452198,Monday,52.6727,26389
2452199,Tuesday,52.8828,27076
2452200,Wednesday,49.3168,27864
2452201,Thursday,51.5462,23969
2452202,Friday,48.9026,22593
2452203,Saturday,52.7323,29741
2452204,Sunday,50.1552,23272
2452205,Monday,44.0379,18584
2452206,Tuesday,54.9658,30561
2452207,Wednesday,51.7605,27226
2452208,Thursday,51.8457,26545
2452209,Friday,48.7428,25395
2452210,Saturday,50.5392,27746
2452211,Sunday,46.1925,16075
2452212,Monday,52.7745,31823
2452213,Tuesday,52.9185,31804
2452214,Wednesday,47.7465,24112
2452215,Thursday,53.8363,27295
2452216,Friday,50.6443,30184
2452217,Saturday,49.7913,33161
2452218,Sunday,47.7433,40725
2452219,Monday,51.8504,38473
2452220,Tuesday,48.6910,46646
2452221,Wednesday,54.4470,37514
2452222,Thursday,49.1423,37299
2452223,Friday,49.7596,41400
2452224,Saturday,49.4219,30691
2452225,Sunday,50.4215,38522
2452226,Monday,50.7540,44156
2452227,Tuesday,50.4359,35406
2452228,Wednesday,50.9604,46374
2452229,Thursday,52.6567,44179
2452230,Friday,51.0728,30848
2452231,Saturday,49.7757,45047
2452232,Sunday,47.7648,40218
2452233,Monday,50.8514,39359
2452234,Tuesday,53.2252,39227
2452235,Wednesday,51.8423,48317
2452236,Thursday,49.4595,43920
2452237,Friday,50.7952,31493
2452238,Saturday,50.8185,41722
2452239,Sunday,50.4310,44228
2452240,Monday,50.6340,40254
2452241,Tuesday,50.6430,52061
2452242,Wednesday,50.3668,37070
2452243,Thursday,50.1130,46104
2452244,Friday,51.4993,37955
2452245,Saturday,46.9573,36251
2452246,Sunday,48.8697,32254
2452247,Monday,50.4913,37818
2452248,Tuesday,52.6840,45519
2452249,Wednesday,50.9802,38694
2452250,Thursday,48.7155,40239
2452251,Friday,50.3224,49014
2452252,Saturday,52.7475,42409
2452253,Sunday,51.4446,48718
2452254,Monday,52.4003,35213
2452255,Tuesday,48.9274,38408
2452256,Wednesday,50.8886,41118
2452257,Thursday,50.0488,49198
2452258,Friday,53.2649,44636
2452259,Saturday,50.3776,38287
2452260,Sunday,48.6699,44679
2452261,Monday,47.3937,42133
2452262,Tuesday,51.4583,33911
2452263,Wednesday,53.8905,49687
2452264,Thursday,49.0906,39567
2452265,Friday,49.3590,44275
2452266,Saturday,49.5805,41251
2452267,Sunday,47.4543,39482
2452268,Monday,48.0347,47074
2452269,Tuesday,50.7790,36307
2452270,Wednesday,51.3477,44005
2452271,Thursday,54.8705,34733
2452272,Friday,47.1060,47530
2452273,Saturday,52.0605,43002
2452274,Sunday,52.1163,40338
2452275,Monday,49.8465,33447
2452276,Tuesday,51.1231,47749
2452277,Wednesday,51.1882,43510
2452278,Thursday,54.6875,13125
2452279,Friday,53.5935,11469
2452280,Saturday,49.8755,13217
2452281,Sunday,48.8047,12494
2452282,Monday,46.0037,12329
2452283,Tuesday,50.3931,14614
2452284,Wednesday,48.5205,11839
2452285,Thursday,46.3459,6164
2452286,Friday,47.4375,6831
2452287,Saturday,50.6522,8155
2452288,Sunday,53.9932,7883
2452289,Monday,48.3014,10095
2452290,Tuesday,44.7931,7794
2452291,Wednesday,44.5593,7887
2452292,Thursday,47.1275,9614
2452293,Friday,46.8590,10637
2452294,Saturday,53.7572,9300
2452295,Sunday,52.4021,10166
2452296,Monday,52.5172,10661
2452297,Tuesday,51.1711,9569
2452298,Wednesday,55.7902,11437
2452299,Thursday,48.8578,10993
2452300,Friday,46.4065,12901
2452301,Saturday,51.7431,11280
2452302,Sunday,50.7540,9491
2452303,Monday,49.9898,9848
2452304,Tuesday,55.6535,11242
2452305,Wednesday,50.3892,10229
2452306,Thursday,56.9727,14585
2452307,Friday,55.5217,14047
2452308,Saturday,51.0045,11323
2452309,Sunday,51.2793,11384
2452310,Monday,49.2128,16880
2452311,Tuesday,50.9203,15327
2452312,Wednesday,52.5317,17388
2452313,Thursday,51.0169,9030
2452314,Friday,48.8088,6638
2452315,Saturday,47.1558,13015
2452316,Sunday,49.5549,8127
2452317,Monday,45.6074,13591
2452318,Tuesday,49.2045,8660
2452319,Wednesday,47.0419,10114
2452320,Thursday,49.0802,10405
2452321,Friday,47.9633,10456
2452322,Saturday,52.4115,12736
2452323,Sunday,49.3913,7952
2452324,Monday,53.2174,12240
2452325,Tuesday,47.8687,14217
2452326,Wednesday,52.7970,10665
2452327,Thursday,48.7260,10671
2452328,Friday,46.7750,5613
2452329,Saturday,54.2982,6190
2452330,Sunday,48.6429,12939
2452331,Monday,50.0253,15808
2452332,Tuesday,50.2109,13808
2452333,Wednesday,48.3155,9035
2452334,Thursday,49.4873,7819
2452335,Friday,49.9440,6243
2452337,Sunday,51.9254,10437
2452338,Monday,54.5815,12390
2452339,Tuesday,48.9016,9438
2452340,Wednesday,53.7830,11402
2452341,Thursday,49.1788,8803
2452342,Friday,50.7098,11359
2452343,Saturday,50.2400,6280
2452344,Sunday,50.3814,10832
2452345,Monday,50.8581,14698
2452346,Tuesday,42.3974,9921
2452347,Wednesday,52.2333,9402
2452348,Thursday,50.3477,14047
2452349,Friday,53.6587,15722
2452350,Saturday,55.8352,14573
2452351,Sunday,49.5677,13185
2452352,Monday,46.7235,10139
2452353,Tuesday,57.1058,5939
2452354,Wednesday,52.3532,12303
2452355,Thursday,45.5000,11375
2452356,Friday,52.7166,13021
2452357,Saturday,47.1916,13544
2452358,Sunday,50.1184,11427
2452359,Monday,47.5931,10994
2452360,Tuesday,50.3215,15650
2452361,Wednesday,49.9290,9137
2452362,Thursday,46.9455,9483
2452363,Friday,53.6593,12127
2452364,Saturday,52.7122,10806
2452365,Sunday,45.1718,7363
2452366,Monday,44.0112,7834
2452367,Tuesday,47.2237,14356
2452368,Wednesday,45.2980,11098
2452369,Thursday,50.3403,11981
2452370,Friday,50.2967,9154
2452371,Saturday,49.8835,12421
2452372,Sunday,48.5897,11370
2452373,Monday,47.2552,11294
2452374,Tuesday,51.9667,10913
2452375,Wednesday,48.8477,14752
2452376,Thursday,47.6605,12916
2452377,Friday,52.2398,12851
2452378,Saturday,53.5721,10768
2452379,Sunday,50.2030,9890
2452380,Monday,50.0176,11354
2452381,Tuesday,50.8284,13622
2452382,Wednesday,58.9754,7195
2452383,Thursday,47.2227,11239
2452384,Friday,56.2685,14461
2452385,Saturday,51.3657,13766
2452386,Sunday,48.7654,11850
2452387,Monday,53.1174,14023
2452388,Tuesday,56.4251,11680
2452389,Wednesday,48.1223,6689
2452390,Thursday,56.9965,16187
2452391,Friday,53.4911,9040
2452392,Saturday,54.6891,13016
2452393,Sunday,52.3977,13571
2452394,Monday,48.2630,13031
2452395,Tuesday,50.1066,12226
2452396,Wednesday,50.7949,5943
2452397,Thursday,46.8824,8767
2452398,Friday,48.1163,12414
2452399,Saturday,51.6689,7802
2452400,Sunday,46.8114,8192
2452401,Monday,52.1478,10586
2452402,Tuesday,42.3366,8552
2452403,Wednesday,54.5849,5786
2452404,Thursday,50.3459,9314
2452405,Friday,50.6792,12163
2452406,Saturday,44.0553,9560
2452407,Sunday,48.7485,8336
2452408,Monday,52.3812,10581
2452409,Tuesday,48.0828,7549
2452410,Wednesday,50.0137,7302
2452411,Thursday,47.5618,11938
2452412,Friday,49.3314,8633
2452413,Saturday,49.9118,6788
2452414,Sunday,48.1461,10544
2452415,Monday,53.3247,10345
2452416,Tuesday,46.4833,11156
2452417,Wednesday,48.6089,9819
2452418,Thursday,51.0877,8736
2452419,Friday,50.5256,10863
2452420,Saturday,55.5053,15597
2452421,Sunday,54.6916,17556
2452422,Monday,51.6367,16059
2452423,Tuesday,49.8795,8280
2452424,Wednesday,52.3555,13403
2452425,Thursday,49.1962,12791
2452426,Friday,45.8054,10123
2452427,Saturday,49.8457,8723
2452428,Sunday,52.1691,14503
2452429,Monday,52.9579,11333
2452430,Tuesday,54.9004,14878
2452431,Wednesday,50.4310,12053
2452432,Thursday,48.9503,7881
2452433,Friday,50.5776,16286
2452434,Saturday,52.3221,13970
2452435,Sunday,53.9677,8365
2452436,Monday,56.7276,14579
2452437,Tuesday,51.3757,9299
2452438,Wednesday,45.1798,8042
2452439,Thursday,52.1221,11102
2452440,Friday,50.6944,10950
2452441,Saturday,57.9600,13041
2452442,Sunday,52.6908,10907
2452443,Monday,51.2274,14190
2452444,Tuesday,55.1239,12899
2452445,Wednesday,47.3620,15440
2452446,Thursday,46.6979,13449
2452447,Friday,46.8814,13830
2452448,Saturday,50.0828,7262
2452449,Sunday,53.5240,14505
2452450,Monday,49.7362,11688
2452451,Tuesday,54.1592,8503
2452452,Wednesday,51.1168,10939
2452453,Thursday,52.4354,17461
2452454,Friday,49.7792,11947
2452455,Saturday,50.8927,13283
2452456,Sunday,54.3817,14248
2452457,Monday,48.9044,12275
2452458,Tuesday,55.4826,11152
