i_brand_id,i_brand,avg(ss_ext_sales_price),sum(ss_ext_sales_price)
4002001.0,maximaxi #6,1899.7387,210871
4002001.0,namelessbrand #2,1748.2290,229018
4002001.0,namelesscorp #4,2048.8788,270452
4002001.0,namelessmaxi #10,1521.7286,213042
4002001.0,namelessunivamalg #5,2155.2143,90519
4002001.0,scholarbrand #2,1911.4530,223640
4002001.0,scholarbrand #5,2378.6393,145097
4002001.0,scholarbrand #6,2031.0243,501663
4002001.0,scholarcorp #2,2132.4851,285753
4002001.0,scholarcorp #7,2096.0847,123669
4002001.0,scholarcorp #8,1789.7581,221930
4002001.0,scholarmaxi #6,2252.1615,292781
4002001.0,scholarmaxi #8,2167.8154,281816
4002001.0,scholarnameless #4,1828.3584,413209
4002001.0,scholarunivamalg #17,1805.8991,196843
4002001.0,univamalgamalg #9,1990.9568,276743
4002001.0,univbrand #6,1993.4407,470452
4002001.0,univbrand #8,1990.0374,212934
4002001.0,univnameless #2,2033.9000,223729
4002002.0,amalgamalg #1,1675.9831,98883
4002002.0,amalgbrand #9,1419.2245,69542
4002002.0,amalgunivamalg #15,2391.3607,145873
4002002.0,corpmaxi #7,2301.8235,156524
4002002.0,edu packedu pack #1,1750.4902,89275
4002002.0,edu packnameless #7,2257.5600,112878
4002002.0,exportiamalg #1,1901.0476,119766
4002002.0,exportiamalgamalg #11,1786.3962,94679
4002002.0,exportiedu pack #1,1671.6061,110326
4002002.0,exportinameless #1,1857.6452,115174
4002002.0,exportiunivamalg #1,1985.5152,131044
4002002.0,importoedu pack #2,1900.4202,67027821
4002002.0,importoexporti #1,2173.9385,141306
4002002.0,importoscholar #1,1971.5922,203074
4002002.0,importounivamalg #1,1684.3158,96006
4002002.0,maxiunivamalg #10,2150.0893,120405
4002002.0,scholarbrand #7,1875.0357,105002
4002002.0,scholarmaxi #5,2393.3404,112487
4002002.0,scholarnameless #3,2307.0000,108429
4002002.0,univunivamalg #7,1923.1081,142310
4003001.0,amalgamalg #2,1857.6275,663173
4003001.0,amalgbrand #10,1877.5045,208403
4003001.0,amalgcorp #8,1922.3233,255669
4003001.0,amalgedu pack #2,2037.7203,240451
4003001.0,amalgexporti #1,2059.4844,131807
4003001.0,amalgexporti #2,1807.0328,825814
4003001.0,amalgimporto #2,2104.8349,458854
4003001.0,brandbrand #3,2800.8108,103630
4003001.0,brandbrand #6,2059.1197,240917
4003001.0,brandmaxi #4,1825.9259,197200
4003001.0,corpmaxi #10,1693.1417,203177
4003001.0,corpmaxi #6,1743.5583,209227
4003001.0,corpnameless #3,1194.7833,71687
4003001.0,edu packamalg #1,1730.9286,96932
4003001.0,edu packamalg #2,2206.2087,454479
4003001.0,edu packamalgamalg #14,2138.2083,205268
4003001.0,edu packedu pack #2,2276.7414,264102
4003001.0,edu packexporti #2,1952.2479,228413
4003001.0,edu packimporto #2,1943.6824,1358634
4003001.0,edu packmaxi #10,1592.1913,183102
4003001.0,edu packunivamalg #10,1748.7182,192359
4003001.0,edu packunivamalg #6,1977.7961,203713
4003001.0,exportiamalg #2,2133.6957,490750
4003001.0,exportiamalgamalg #11,2050.2381,258330
4003001.0,exporticorp #6,2195.3981,226126
4003001.0,exportiedu pack #1,1917.9142,47840451
4003001.0,exportiedu pack #2,1919.6606,955991
4003001.0,exportiexporti #2,1944.6532,241137
4003001.0,exportiimporto #1,1852.3692,120404
4003001.0,exportiimporto #2,1987.4035,226564
4003001.0,exportimaxi #7,2179.0857,152536
4003001.0,exportinameless #1,1215.5484,75364
4003001.0,exportischolar #2,1633.8753,746681
4003001.0,exportiunivamalg #15,2269.4068,267790
4003001.0,exportiunivamalg #4,1778.9615,185012
4003001.0,importoamalg #2,1957.3728,677251
4003001.0,importoamalgamalg #9,1756.0896,235316
4003001.0,importobrand #1,1772.6981,93953
4003001.0,importobrand #8,2123.3243,235689
4003001.0,importoedu pack #2,1912.7368,436104
4003001.0,importoexporti #2,1635.3761,191339
4003001.0,importoimporto #1,2016.4112,215756
4003001.0,importoimporto #2,1612.1467,417546
4003001.0,importomaxi #4,1904.4167,182824
4003001.0,importoscholar #2,1837.1333,854267
4003001.0,importounivamalg #5,1693.0833,101585
4003001.0,maximaxi #4,1891.0561,202343
4003001.0,maxiunivamalg #13,2218.1900,221819
4003001.0,maxiunivamalg #17,2006.4091,220705
4003001.0,maxiunivamalg #7,2030.1833,243622
4003001.0,namelesscorp #6,1762.2222,222040
4003001.0,namelessmaxi #4,2408.9057,255344
4003001.0,namelessnameless #10,1970.1773,433439
4003001.0,namelessunivamalg #1,2066.2366,270677
4003001.0,scholarbrand #2,1864.5798,221885
4003001.0,scholarmaxi #2,2126.8785,227576
4003001.0,scholarnameless #5,1556.4167,74708
4003001.0,scholarnameless #6,1747.2091,192193
4003001.0,scholarunivamalg #1,2336.5789,133185
4003001.0,univamalgamalg #6,2022.9732,226573
4003001.0,univbrand #6,2307.0000,325287
4003001.0,univnameless #6,2168.3628,245025
4003001.0,univunivamalg #1,1952.9130,134751
4003002.0,amalgamalgamalg #16,2281.9048,143760
4003002.0,amalgamalgamalg #8,1776.4286,74610
4003002.0,brandmaxi #7,2050.3382,139423
4003002.0,corpbrand #1,1928.1607,107977
4003002.0,corpunivamalg #1,1920.8594,122935
4003002.0,edu packamalg #1,1783.1163,153348
4003002.0,edu packexporti #1,1773.8431,90466
4003002.0,edu packunivamalg #15,1636.0656,99800
4003002.0,edu packunivamalg #7,1927.8246,109886
4003002.0,exportiamalg #1,1788.5167,214622
4003002.0,exportibrand #5,1320.6667,67354
4003002.0,exportiedu pack #2,1903.7383,55166529
4003002.0,exportimaxi #1,2320.6667,104430
4003002.0,exportischolar #1,1985.7188,127086
4003002.0,importoamalgamalg #3,1609.4909,88522
4003002.0,importoedu pack #1,1912.5556,120491
4003002.0,importoexporti #1,1623.3818,89286
4003002.0,importomaxi #7,1618.1940,108419
4003002.0,importounivamalg #7,1810.0943,95935
4003002.0,maxibrand #7,1874.2321,104957
4003002.0,maximaxi #1,1603.2549,81766
4003002.0,scholarcorp #7,1936.2656,123921
4003002.0,scholarunivamalg #7,1778.6727,97827
4004001.0,amalgamalg #2,2098.1186,495156
4004001.0,amalgbrand #8,2457.5891,317029
4004001.0,amalgcorp #2,2083.6759,225037
4004001.0,amalgedu pack #2,1694.2987,391383
4004001.0,amalgexporti #1,1340.4000,73722
4004001.0,amalgexporti #2,1860.0826,225070
4004001.0,amalgimporto #1,1843.6170,86650
4004001.0,amalgimporto #2,2164.2048,454483
4004001.0,amalgmaxi #1,1702.5455,93640
4004001.0,amalgmaxi #10,1953.5130,224654
4004001.0,amalgmaxi #4,1911.5662,259973
4004001.0,amalgnameless #8,1753.3204,180592
4004001.0,amalgunivamalg #4,2034.2800,254285
4004001.0,brandbrand #10,2193.0000,250002
4004001.0,brandbrand #6,2043.0490,208391
4004001.0,brandcorp #2,2108.5042,250912
4004001.0,brandcorp #4,1967.7692,230229
4004001.0,brandnameless #9,2340.8644,138111
4004001.0,brandunivamalg #4,2008.8154,130573
4004001.0,corpcorp #2,1910.6303,227365
4004001.0,corpunivamalg #1,1915.1639,233650
4004001.0,edu packamalg #1,1827.2549,93190
4004001.0,edu packamalg #2,1932.8149,1117167
4004001.0,edu packbrand #4,2213.4911,247911
4004001.0,edu packcorp #8,1630.0714,228210
4004001.0,edu packedu pack #1,1928.4671,46854037
4004001.0,edu packedu pack #2,1974.8769,1058534
4004001.0,edu packexporti #2,1892.7459,230915
4004001.0,edu packimporto #2,2201.2930,473278
4004001.0,edu packmaxi #10,2129.3109,253388
4004001.0,edu packmaxi #4,1384.3248,161966
4004001.0,edu packscholar #1,1731.7778,109102
4004001.0,edu packunivamalg #6,1913.1456,197054
4004001.0,exportiamalg #2,1993.2697,657779
4004001.0,exportiamalgamalg #3,1514.5745,71185
4004001.0,exportiedu pack #2,1766.7598,404588
4004001.0,exportiimporto #1,1847.3931,267872
4004001.0,exportiimporto #2,1818.0000,409050
4004001.0,exportimaxi #12,1751.6697,190932
4004001.0,exportimaxi #8,1948.7176,255282
4004001.0,exportinameless #3,2000.5077,130033
4004001.0,exportinameless #4,2084.7845,241835
4004001.0,exportischolar #2,1944.5000,684464
4004001.0,exportiunivamalg #14,2026.0965,230975
4004001.0,exportiunivamalg #3,1733.0973,195840
4004001.0,importoamalg #1,1590.5714,111340
4004001.0,importoamalg #2,1823.1429,216954
4004001.0,importoamalgamalg #2,1669.0847,196952
4004001.0,importoamalgamalg #4,2308.5926,124664
4004001.0,importobrand #4,1938.7876,219083
4004001.0,importoedu pack #1,1673.8214,93734
4004001.0,importoedu pack #2,1960.3674,1189943
4004001.0,importoimporto #1,1796.4225,127546
4004001.0,importoimporto #2,1738.1314,410199
4004001.0,importomaxi #7,1695.2000,101712
4004001.0,importoscholar #2,1878.9119,426513
4004001.0,importounivamalg #17,1677.3659,206316
4004001.0,importounivamalg #9,2035.5635,256481
4004001.0,maxicorp #6,1796.0175,204746
4004001.0,maxinameless #8,1692.3902,208164
4004001.0,maxiunivamalg #11,1736.9845,224071
4004001.0,maxiunivamalg #5,2139.0408,104813
4004001.0,namelessbrand #1,2103.2963,113578
4004001.0,namelessbrand #10,1972.5179,220922
4004001.0,namelessnameless #10,1715.2749,361923
4004001.0,scholaramalgamalg #3,1702.8347,206043
4004001.0,univmaxi #10,2172.5593,256362
4004001.0,univmaxi #3,1435.0000,86100
4004001.0,univunivamalg #4,1808.8684,206211
4004002.0,amalgexporti #1,1385.2712,81731
4004002.0,amalgmaxi #7,1399.4918,85369
4004002.0,brandnameless #3,1542.5479,112606
4004002.0,corpunivamalg #1,2419.5167,145171
4004002.0,edu packamalgamalg #17,1349.2258,83652
4004002.0,edu packedu pack #2,1918.2085,59042459
4004002.0,edu packexporti #1,2094.3485,138227
4004002.0,exportiedu pack #1,1093.2063,68872
4004002.0,exportiexporti #1,2480.3559,146341
4004002.0,exportimaxi #9,2626.9104,176003
4004002.0,importoamalg #1,1483.1467,111236
4004002.0,importocorp #5,1839.8525,112231
4004002.0,importoscholar #1,1933.7193,110222
4004002.0,scholaramalgamalg #2,1477.5714,82744
4004002.0,scholarmaxi #3,1751.0800,87554
4004002.0,univbrand #1,2085.9600,104298
5001001.0,amalgamalg #2,2161.5339,765183
5001001.0,amalgbrand #4,2194.7686,265567
5001001.0,amalgbrand #6,1759.8814,207666
5001001.0,amalgcorp #8,1964.0229,257287
5001001.0,amalgedu pack #1,1718.0286,180393
5001001.0,amalgedu pack #2,1443.7154,187683
5001001.0,amalgexporti #1,2135.4407,125991
5001001.0,amalgimporto #2,1920.0189,203522
5001001.0,amalgmaxi #1,2354.5000,174233
5001001.0,amalgmaxi #4,1836.1575,233192
5001001.0,amalgscholar #1,1934.4631,45572081
5001001.0,amalgscholar #2,1861.8056,402150
5001001.0,amalgunivamalg #7,2067.8250,165426
5001001.0,brandcorp #6,1851.3909,203653
5001001.0,brandmaxi #6,2073.0424,244619
5001001.0,brandunivamalg #1,1822.0397,229577
5001001.0,brandunivamalg #11,2011.9211,229359
5001001.0,corpamalgamalg #4,1481.5833,160011
5001001.0,corpbrand #6,2177.9920,272249
5001001.0,corpcorp #4,1534.9910,170384
5001001.0,corpmaxi #10,1962.4211,261002
5001001.0,corpmaxi #9,2072.9365,130595
5001001.0,corpnameless #8,1682.3154,218701
5001001.0,corpunivamalg #12,1866.8369,263224
5001001.0,edu packamalg #2,1827.5459,776707
5001001.0,edu packedu pack #1,1820.3929,101942
5001001.0,edu packexporti #2,1970.6938,508439
5001001.0,edu packnameless #4,2068.8992,246199
5001001.0,edu packnameless #5,1692.5775,120173
5001001.0,edu packscholar #1,1825.0588,124104
5001001.0,edu packscholar #2,1908.9913,440977
5001001.0,edu packunivamalg #6,1738.5041,424195
5001001.0,exportiamalg #2,1969.7042,472729
5001001.0,exportibrand #8,2074.4704,701171
5001001.0,exportiedu pack #2,1968.2866,940841
5001001.0,exportiexporti #1,2775.9423,144349
5001001.0,exportiexporti #2,1905.6798,434495
5001001.0,exportiimporto #1,1969.3220,116190
5001001.0,exportiimporto #2,1819.5058,629549
5001001.0,exportinameless #6,1711.4000,205368
5001001.0,exportinameless #8,1588.0183,173094
5001001.0,exportischolar #1,1738.9000,86945
5001001.0,exportischolar #2,1836.7846,690631
5001001.0,importoamalg #1,1281.7627,75624
5001001.0,importoamalg #2,1804.1143,442008
5001001.0,importoamalgamalg #12,2108.5566,223507
5001001.0,importoamalgamalg #8,1618.8939,213694
5001001.0,importobrand #2,2353.8632,275402
5001001.0,importobrand #6,1687.6306,187327
5001001.0,importoedu pack #2,1817.7679,203590
5001001.0,importoexporti #1,2136.0278,153794
5001001.0,importoexporti #2,2097.2035,473968
5001001.0,importoimporto #1,1600.4516,99228
5001001.0,importoimporto #2,1955.7390,486979
5001001.0,importonameless #2,2309.5512,293313
5001001.0,importoscholar #2,2045.6216,227064
5001001.0,maxicorp #4,1624.1589,173785
5001001.0,namelesscorp #6,2216.5128,259332
5001001.0,namelessnameless #6,2040.2772,206068
5001001.0,scholaramalgamalg #14,1944.5276,246955
5001001.0,scholarmaxi #4,1994.5702,227381
5001001.0,scholarnameless #2,1674.8073,182554
5001001.0,univamalgamalg #13,1842.9076,219306
5001001.0,univbrand #2,2126.4677,263682
5001001.0,univunivamalg #4,1553.9825,177154
5001002.0,amalgamalg #1,1961.2222,88255
5001002.0,amalgedu pack #1,2168.0896,145262
5001002.0,amalgscholar #2,1934.5584,53121040
5001002.0,brandcorp #7,1773.4848,117050
5001002.0,edu packexporti #1,1719.2899,118631
5001002.0,edu packimporto #1,2029.1897,117693
5001002.0,edu packunivamalg #4,1659.6627,137752
5001002.0,exportiedu pack #1,1898.6545,104426
5001002.0,exportiimporto #1,1752.9836,106932
5001002.0,exportischolar #1,1653.6000,82680
5001002.0,namelessnameless #1,1686.2240,210778
5001002.0,scholarnameless #1,2017.0984,123043
5002001.0,amalgbrand #4,1903.1939,186513
5002001.0,amalgbrand #6,2253.1639,274886
5002001.0,amalgedu pack #1,1616.5686,82445
5002001.0,amalgexporti #2,1893.3021,889852
5002001.0,amalgimporto #2,1840.5231,636821
5002001.0,amalgmaxi #12,2122.4867,239841
5002001.0,amalgscholar #2,1895.1158,180036
5002001.0,brandbrand #4,1744.3714,183159
5002001.0,brandmaxi #4,2124.9225,274115
5002001.0,corpbrand #10,1680.3929,188204
5002001.0,corpbrand #3,2767.3919,204787
5002001.0,corpbrand #6,1726.7826,198580
5002001.0,corpmaxi #10,1818.8266,451069
5002001.0,corpmaxi #4,2154.0000,243402
5002001.0,corpnameless #1,1803.3235,61313
5002001.0,corpnameless #8,1712.9741,198705
5002001.0,corpunivamalg #4,2302.0000,230200
5002001.0,edu packamalg #2,2348.4474,267723
5002001.0,edu packamalgamalg #16,1966.6183,257627
5002001.0,edu packexporti #2,2137.3663,215874
5002001.0,edu packimporto #2,2026.2814,871301
5002001.0,edu packscholar #2,2176.7706,237268
5002001.0,edu packunivamalg #7,2291.1758,208497
5002001.0,exportiamalg #1,2424.7419,150334
5002001.0,exportiamalg #2,1961.8955,431617
5002001.0,exporticorp #2,1477.5648,159577
5002001.0,exporticorp #6,1921.0909,211320
5002001.0,exportiedu pack #2,2087.1947,471706
5002001.0,exportiexporti #1,1728.7207,309441
5002001.0,exportiexporti #2,2000.2591,988128
5002001.0,exportiimporto #2,1845.0909,466808
5002001.0,exportinameless #2,2415.8037,258491
5002001.0,exportischolar #1,1910.1695,112700
5002001.0,exportischolar #2,1668.2469,398711
5002001.0,exportiunivamalg #11,2244.4880,280561
5002001.0,exportiunivamalg #6,1679.3628,189768
5002001.0,importoamalg #2,1687.3981,364478
5002001.0,importobrand #10,1544.9159,165306
5002001.0,importoimporto #2,1999.2752,435842
5002001.0,importomaxi #2,1828.8174,210314
5002001.0,importomaxi #4,1863.2984,231049
5002001.0,importomaxi #6,1886.1402,201817
5002001.0,importonameless #4,2061.0496,249387
5002001.0,importoscholar #1,1907.7776,40015635
5002001.0,importoscholar #2,1861.2453,493230
5002001.0,maxicorp #4,2073.2143,232200
5002001.0,maxinameless #4,1980.8583,251569
5002001.0,maxiunivamalg #1,2180.4495,237669
5002001.0,scholarbrand #1,1846.4898,90478
5002001.0,scholarbrand #8,1642.1933,195421
5002001.0,scholarcorp #4,1617.6082,156908
5002001.0,scholarmaxi #10,1653.1154,214905
5002001.0,scholarmaxi #3,1262.0000,63100
5002001.0,scholarnameless #1,2120.5263,161160
5002001.0,scholarnameless #7,1846.9483,107123
5002001.0,scholarunivamalg #3,1974.0294,201351
5002001.0,scholarunivamalg #4,2065.8525,252034
5002001.0,univamalgamalg #5,2022.0431,234557
5002001.0,univbrand #6,2113.4490,207118
5002001.0,univmaxi #6,1771.6549,200197
5002001.0,univunivamalg #1,2223.9855,153455
5002002.0,amalgnameless #3,1532.7286,107291
5002002.0,brandbrand #7,1989.7188,127342
5002002.0,brandunivamalg #4,1852.8833,111173
5002002.0,edu packamalg #1,1796.2241,104181
5002002.0,edu packedu pack #1,1452.7872,68281
5002002.0,edu packexporti #1,1702.9216,86849
5002002.0,edu packimporto #1,1730.0000,198950
5002002.0,exportiexporti #1,1939.1243,343225
5002002.0,importoedu pack #1,1881.3509,107237
5002002.0,importonameless #3,1545.5833,92735
5002002.0,importoscholar #2,1895.5285,59458939
5002002.0,namelessnameless #5,2058.2759,119380
5002002.0,scholarunivamalg #1,2045.1290,126798
5003001.0,amalgamalg #1,2358.5079,148586
5003001.0,amalgamalg #2,1770.8000,212496
5003001.0,amalgedu pack #2,2356.8571,296964
5003001.0,amalgexporti #1,1608.7162,119045
5003001.0,amalgexporti #2,2104.3382,715475
5003001.0,amalgimporto #2,1578.6215,337825
5003001.0,amalgmaxi #4,1896.4811,201027
5003001.0,amalgnameless #2,1900.0522,218506
5003001.0,amalgnameless #8,1978.6947,187976
5003001.0,amalgscholar #1,2409.6593,325304
5003001.0,amalgscholar #2,2005.8811,489435
5003001.0,amalgunivamalg #2,1888.7049,230422
5003001.0,brandbrand #7,2237.5652,154392
5003001.0,brandmaxi #7,1701.7115,88489
5003001.0,brandunivamalg #2,1900.2762,199529
5003001.0,corpbrand #1,2227.8182,122530
5003001.0,corpbrand #8,2101.5917,252191
5003001.0,corpmaxi #6,1953.8818,677997
5003001.0,edu packamalg #2,1848.0261,637569
5003001.0,edu packamalgamalg #7,1680.4359,196611
5003001.0,edu packbrand #10,1894.9431,233078
5003001.0,edu packbrand #2,2235.3200,223532
5003001.0,edu packbrand #6,2021.4541,462913
5003001.0,edu packcorp #7,1856.9667,111418
5003001.0,edu packedu pack #1,1685.3396,89323
5003001.0,edu packedu pack #2,2083.2033,512468
5003001.0,edu packexporti #1,1696.8812,171385
5003001.0,edu packexporti #2,2066.0929,466937
5003001.0,edu packmaxi #4,1769.0855,206983
5003001.0,edu packscholar #2,1739.2069,201748
5003001.0,edu packunivamalg #4,1746.5366,214824
5003001.0,exportiamalg #2,1849.9662,1368975
5003001.0,exporticorp #2,1648.7517,239069
5003001.0,exportiedu pack #1,1784.2714,124899
5003001.0,exportiedu pack #2,1734.0000,216750
5003001.0,exportiexporti #2,2095.4339,507095
5003001.0,exportiimporto #2,2114.8403,251666
5003001.0,exportimaxi #12,2108.8115,257275
5003001.0,exportinameless #6,1684.9806,173553
5003001.0,exportinameless #7,1976.6406,126505
5003001.0,exportischolar #1,1919.8697,50644243
5003001.0,exportischolar #2,1780.8779,845917
5003001.0,importoamalg #2,1814.8167,217778
5003001.0,importoedu pack #2,1742.5440,653454
5003001.0,importoexporti #1,1796.1780,211949
5003001.0,importoexporti #2,2013.2096,461025
5003001.0,importoimporto #2,1948.9017,456043
5003001.0,importomaxi #7,1798.5439,102517
5003001.0,importonameless #4,1486.2969,190246
5003001.0,importonameless #6,1744.2114,214538
5003001.0,importoscholar #2,1757.0127,416412
5003001.0,importounivamalg #7,1703.5217,117543
5003001.0,maxibrand #10,1494.0198,150896
5003001.0,maxibrand #2,1979.2500,229593
5003001.0,maxiunivamalg #1,2103.9837,258790
5003001.0,maxiunivamalg #12,1680.4308,109228
5003001.0,maxiunivamalg #9,1703.6296,183992
5003001.0,namelesscorp #2,1651.3805,186606
5003001.0,namelessmaxi #6,1856.6095,194944
5003001.0,namelessmaxi #7,2688.5882,137118
5003001.0,namelessnameless #7,2320.5000,199563
5003001.0,namelessunivamalg #7,2048.5413,223291
5003001.0,scholaramalgamalg #14,1750.8305,206598
5003001.0,scholarbrand #2,1993.1803,464411
5003001.0,scholarbrand #6,1945.3443,237332
5003001.0,univmaxi #10,2089.5391,267461
5003001.0,univunivamalg #4,2177.9057,230858
5003002.0,amalgexporti #1,1474.2917,70766
5003002.0,corpcorp #3,1907.3485,125885
5003002.0,edu packamalg #1,1892.7037,357721
5003002.0,edu packedu pack #1,1951.5725,255656
5003002.0,edu packexporti #1,1668.2698,105101
5003002.0,exportiamalg #1,2148.6935,266438
5003002.0,exportiexporti #1,2198.1724,127494
5003002.0,exportiimporto #1,2050.1000,123006
5003002.0,exportinameless #3,2638.3000,131915
5003002.0,exportischolar #2,1914.5460,61472242
5003002.0,importoamalg #1,1661.1373,84718
5003002.0,importobrand #5,1753.4828,101702
5003002.0,importoexporti #1,1376.0444,61922
5003002.0,importoimporto #1,1885.5652,130104
5003002.0,importomaxi #1,1687.1316,128222
5003002.0,importoscholar #1,1818.5000,105473
5003002.0,maxinameless #1,1620.5811,119923
5003002.0,maxiunivamalg #3,1896.5424,111896
5003002.0,namelessunivamalg #1,1697.5070,120523
5003002.0,scholaramalgamalg #2,1998.1373,101905
5003002.0,scholarnameless #1,2047.0727,112589
5004001.0,amalgamalg #1,2086.9815,225394
5004001.0,amalgamalg #2,1986.5319,1027037
5004001.0,amalgbrand #7,1656.9054,122611
5004001.0,amalgcorp #6,1987.0000,238440
5004001.0,amalgedu pack #2,2043.7107,494578
5004001.0,amalgexporti #2,1909.0500,649077
5004001.0,amalgimporto #1,2459.1429,137712
5004001.0,amalgimporto #2,1766.8019,187281
5004001.0,amalgmaxi #2,2172.2018,236770
5004001.0,amalgmaxi #3,1947.4643,109058
5004001.0,amalgnameless #6,1858.7570,198887
5004001.0,amalgnameless #7,1835.2830,97270
5004001.0,amalgscholar #2,2022.9417,208363
5004001.0,brandbrand #2,1734.0693,175141
5004001.0,brandcorp #6,1494.1379,173320
5004001.0,brandcorp #8,1828.1897,212070
5004001.0,brandmaxi #1,2282.3469,111835
5004001.0,brandnameless #8,1524.9841,192148
5004001.0,brandnameless #9,1788.4364,98364
5004001.0,brandunivamalg #10,2352.0602,312824
5004001.0,corpmaxi #7,2163.8571,90882
5004001.0,corpunivamalg #10,1772.0455,233910
5004001.0,corpunivamalg #16,1794.0583,184788
5004001.0,edu packamalg #2,1994.5594,688123
5004001.0,edu packbrand #7,2413.1034,139960
5004001.0,edu packcorp #2,1666.8345,231690
5004001.0,edu packedu pack #2,2071.5495,1025417
5004001.0,edu packexporti #1,1789.8431,91282
5004001.0,edu packexporti #2,1944.2843,198317
5004001.0,edu packimporto #2,1856.2000,204182
5004001.0,edu packmaxi #4,1973.6378,250652
5004001.0,edu packnameless #4,1961.8860,223655
5004001.0,edu packscholar #1,1919.2501,54291747
5004001.0,edu packscholar #2,1739.5020,429657
5004001.0,edu packunivamalg #8,1856.6068,217223
5004001.0,exportiamalg #2,2019.9295,458524
5004001.0,exporticorp #2,1895.8205,221811
5004001.0,exporticorp #3,2318.5909,153027
5004001.0,exportiedu pack #2,1910.5517,221624
5004001.0,exportiexporti #1,2247.8548,139367
5004001.0,exportiexporti #2,1860.6481,401900
5004001.0,exportiimporto #2,1934.9421,1302216
5004001.0,exportimaxi #1,1654.6491,94315
5004001.0,exportimaxi #10,1938.0609,222877
5004001.0,exportimaxi #6,1977.3516,253101
5004001.0,exportimaxi #7,1522.6032,95924
5004001.0,exportischolar #1,1680.8707,194981
5004001.0,exportischolar #2,1916.2522,1094180
5004001.0,importoamalg #1,1949.7067,292456
5004001.0,importoamalg #2,1959.4342,744585
5004001.0,importoamalgamalg #7,1836.2027,135879
5004001.0,importobrand #2,1629.1308,174317
5004001.0,importobrand #5,2226.0286,155822
5004001.0,importobrand #6,1916.7059,195504
5004001.0,importocorp #8,1846.6947,483834
5004001.0,importoedu pack #2,1689.0674,450981
5004001.0,importoexporti #1,1880.1622,347830
5004001.0,importoexporti #2,1772.4558,381078
5004001.0,importoimporto #1,2060.4058,142168
5004001.0,importoimporto #2,2072.8275,949355
5004001.0,importomaxi #1,1540.7231,100147
5004001.0,importonameless #6,2447.8909,269268
5004001.0,importoscholar #2,1971.2961,918624
5004001.0,importounivamalg #6,1939.2540,244346
5004001.0,maxibrand #8,1902.8980,186484
5004001.0,maxiunivamalg #17,2370.7377,144615
5004001.0,maxiunivamalg #8,2004.7885,208498
5004001.0,namelessnameless #2,2027.6031,796848
5004001.0,namelessnameless #6,1797.8000,413494
5004001.0,scholarbrand #4,1877.5176,478767
5004001.0,scholarbrand #8,1822.0965,207719
5004001.0,scholarcorp #4,2086.4954,227428
5004001.0,scholarmaxi #6,2330.5874,519721
5004001.0,scholarunivamalg #10,1864.3667,223724
5004001.0,univamalgamalg #10,2319.3902,285285
5004001.0,univbrand #2,1906.3429,200166
5004001.0,univmaxi #10,1887.7544,215204
5004001.0,univmaxi #4,1563.1261,173507
5004002.0,amalgedu pack #1,2419.1250,116118
5004002.0,amalgexporti #1,2124.2364,116833
5004002.0,brandcorp #5,1777.0800,88854
5004002.0,corpnameless #1,2091.0147,142189
5004002.0,edu packamalgamalg #14,1615.8000,113106
5004002.0,edu packcorp #1,2156.8571,105686
5004002.0,edu packexporti #1,1715.7778,108094
5004002.0,edu packimporto #1,2165.6083,259873
5004002.0,edu packscholar #1,1873.3103,108652
5004002.0,edu packscholar #2,1929.9975,64577718
5004002.0,exportiedu pack #1,2303.1875,147404
5004002.0,exportiexporti #1,1909.6818,126039
5004002.0,exportischolar #1,2113.0577,109879
5004002.0,importounivamalg #7,2029.2917,97406
5004002.0,scholarunivamalg #7,2023.9375,129532
5004002.0,univmaxi #5,1928.9808,100307
6001001.0,amalgcorp #1,1923.7061,2454649
6001001.0,amalgscholar #2,2152.5039,273368
6001001.0,corpbrand #6,1949.3058,235866
6001001.0,exportiamalg #2,2253.4746,265910
6001001.0,importoamalg #1,1891.1935,117254
6001002.0,amalgcorp #2,1872.3214,4607783
6001002.0,exportiimporto #1,1867.4839,115784
6001003.0,amalgcorp #3,1876.5558,2234978
6001003.0,amalgscholar #2,2007.3220,236864
6001003.0,edu packamalg #1,2517.9057,133449
6001003.0,exportiexporti #2,1895.3588,248292
6001003.0,exportiimporto #2,1762.4375,197393
6001003.0,namelessmaxi #4,2113.7167,253646
6001004.0,amalgcorp #4,1970.3879,2671846
6001004.0,importoamalg #1,1914.7846,124461
6001005.0,amalgcorp #5,1899.1730,2349277
6001005.0,edu packamalgamalg #13,1723.0704,122338
6001005.0,edu packamalgamalg #7,2179.2333,261508
6001005.0,edu packnameless #3,1386.6230,84584
6001005.0,edu packunivamalg #6,2153.6552,249824
6001005.0,exportiamalg #2,1934.1624,452594
6001005.0,importoedu pack #2,1962.3246,223705
6001006.0,amalgcorp #6,2039.8050,2280502
6001006.0,exportischolar #1,1875.5082,114406
6001007.0,amalgcorp #7,1893.0073,2339757
6001007.0,amalgexporti #2,1916.9032,237696
6001007.0,edu packscholar #2,1915.3868,203031
6001007.0,namelessmaxi #4,1736.5376,161498
6001008.0,amalgcorp #8,1888.3737,6229745
6001008.0,exportischolar #1,1719.6792,91143
6002001.0,edu packedu pack #2,1718.9130,197675
6002001.0,exportiamalg #2,1716.0735,420438
6002001.0,exportiexporti #2,1725.3600,172536
6002001.0,exportinameless #2,1642.9381,185652
6002001.0,importobrand #2,1827.8509,208375
